varname,summary
ident_nativeid,POST: CASI/WEB: How important is being Native Am to identity
ident_asianid,POST: CASI/WEB: How important is being Asian to identity
ident_pacifid,POST: CASI/WEB: How important is being Pacific Islander to identity
ident_otherid,POST: CASI/WEB: How important is being Other to identity
ident_religid_preload,POST: CASI/WEB: Preload religious group for importance of religious identity
ident_religid,POST: CASI/WEB: How important is religious identification to identity
ident_amerid,POST: CASI/WEB: How important is being American to identity
ineqinc_ineqgb,POST: CASI/WEB: Is increased income inequality in U.S. good
ineqinc_ineqreduc,POST: CASI/WEB: Does R favor-oppose govt reducing income ineqality
stype_hwkwhite,POST: CASI/WEB: stereotype: Whites hardworking
stype_hwkblack,POST: CASI/WEB: Stereotype: Blacks hardworking
stype_hwkhisp,POST: CASI/WEB: Stereotype: Hispanics hardworking
stype_hwkasian,POST: CASI/WEB: Stereotype: Asians hardworking
stype_intwhite,POST: CASI/WEB: Stereotype: Whites intelligent
stype_intblack,POST: CASI/WEB: Stereotype: Blacks intelligent
stype_inthisp,POST: CASI/WEB: Stereotype: Hispanics intelligent
stype_intasian,POST: CASI/WEB: Stereotype: Asians intelligent
tipi_extra,"POST: CASI/WEB: TIPI extraverted, enthusiastic"
tipi_crit,"POST: CASI/WEB: TIPI critical, quarrelsome"
tipi_dep,"POST: CASI/WEB: TIPI dependable, self-disciplined"
tipi_anx,"POST: CASI/WEB: TIPI anxious, easily upset"
tipi_open,POST: CASI/WEB: TIPI open to new experiences
tipi_resv,"POST: CASI/WEB: TIPI reserved, quiet"
tipi_warm,"POST: CASI/WEB: TIPI sympathetic, warm"
tipi_disorg,"POST: CASI/WEB: TIPI disorganized, careless"
tipi_calm,"POST: CASI/WEB: TIPI calm, emotionally stable"
tipi_conv,"POST: CASI/WEB: TIPI conventional, uncreative"
incpo_totinc,POST: RESTRICTED: CASI/WEB: Total income amount
incpo_totmiss40,POST: CASI/WEB: Total income amt missing – is it ge or lt 40K
incpo_totmiss20,POST: CASI/WEB: Total income amt missing – is it ge or lt 20K
incpo_totl20,POST: CASI/WEB: Total income amt missing – is it categories lt 20K
incpo_totg20l40,POST: CASI/WEB: Total income amt missing – is it categories 20-40K
incpo_totmiss70,POST: CASI/WEB: Total income amt missing – is it ge or lt 70K
incpo_totg40l70,POST: CASI/WEB: Total income amt missing – is it categories 40-70K
incpo_totmiss100,POST: CASI/WEB: Total income amt missing – is it ge or lt 100K
incpo_totg70l100,POST: CASI/WEB: Total income amt missng – is it categories 70-100K
incpo_totg100,POST: CASI/WEB: Total income amt missing – is it categories 100+K
incgroup_prepost_x,CASI/WEB: PREPOST SUMMARY- Family income
discrim_blacks,POST: CASI/WEB: Discrimination in the U.S. against Blacks
discrim_hispanics,POST: CASI/WEB: Discrimination in the U.S. against Hispanics
discrim_whites,POST: CASI/WEB: Discrimination in the U.S. against Whites
discrim_gays,POST: CASI/WEB: Discrimination in the U.S. against Gays and Lesbians
discrim_women,POST: CASI/WEB: Discrimination in the U.S. against Women
discrim_self,POST: CASI/WEB: How much discrimination has R faced personal
rstype_violcath,POST: WEB ONLY: religious stereotype violent – Catholics
rstype_violprot,POST: WEB ONLY: religious stereotype violent – Protestants
rstype_violmusl,POST: WEB ONLY: religious stereotype violent – Muslims
rstype_violmorm,POST: WEB ONLY: religious stereotype violent – Mormons
rstype_violnonrel,POST: WEB ONLY: religious stereotype violent – nonreligious
rstype_patrcath,POST: WEB ONLY: religious stereotype patriotic – Catholcs
rstype_patrmusl,POST: WEB ONLY: religious stereotype patriotic – Muslims
rstype_patrmorm,POST: WEB ONLY: religious stereotype patriotic – Mormons
rstype_patrprot,POST: WEB ONLY: religious stereotype patriotic – Protestants
rstype_patrnonrel,POST: WEB ONLY: religious stereotype patriotic – non-religious
sample_state,Sample- state of Respondent address (2-char Postal abbrev)
sample_stfips,Sample- state FIPS code
sample_region,Sample- Census region
sample_district,Sample – U.S. Congr district of Respondent address (113th U.S. Congress)
sample_district_prev,Sample – previous U.S. Congr district of Respondent address (112th U.S. Congress)
sample_countyfips,RESTRICTED: Sample- county FIPS code
sample_countyname,RESTRICTED: Sample- county name
sample_ftf_replicate,FTF ONLY: Sample- sample replicate
sample_ftf_advletdate,FTF ONLY: Sample- date of advance letter
sample_ftf_chumflag,FTF ONLY: Sample- CHUM flag (CHUM procedure)
sample_tract,FTF ONLY: RESTRICTED: Sample- Census tract
sample_ftf_timezone,FTF ONLY: Sample- time zone
sample_web_statusmsa,WEB ONLY: Sample- MSA status
sample_web_cbsa,WEB ONLY: RESTRICTED: Sample- CBSA
sample_web_mktarea,WEB ONLY: RESTRICTED: Sample- designated Market Area
sample_ftf_zip,FTF ONLY: RESTRICTED: Sample – zip code
admin_pre_ftf_iwdatebeg,Pre admin- Beginning date of FTF IW (YYYYMMDD)
admin_pre_web1_iwdatebeg,Web Pre admin- Beginning date of Web Pre PART 1 (YYYYMMDD)
admin_pre_web2_iwdatebeg,Web Pre admin- Beginning date of Web Pre PART 2 (YYYYMMDD)
admin_pre_ftf_iwbegtime,Pre admin- Beginning time of FTF IW (HHMMSS)
admin_pre_web1_iwbegtime,Web Pre admin- Beginning time of Web Pre PART 1 (HHMMSS)
admin_pre_web2_iwbegtime,Web Pre admin- Beginning time of Web Pre PART 2 (HHMMSS)
admin_pre_iwlength,Pre admin – Length of pre-election interviewing
admin_pre_web1length,Pre admin – Length of 1st 1/2 pre-election Web survey
admin_pre_web2length,Pre admin – Length of 2nd 1/2 pre-election Web survey
admin_pre_ftf_iwdatefin,Pre admin- Ending date of FTF Pre IW (YYYYMMDD)
admin_pre_web1_iwdatefin,Pre admin- Ending date of Web Pre PART 1 (YYYYMMDD)
admin_pre_web2_iwdatefin,Pre admin- Ending date of Web Pre PART 2 (YYYYMMDD)
admin_pre_ftf_iwfintime,Pre admin- Ending time of FTF IW (HHMMSS)
admin_pre_web1_iwfintime,Pre admin- Ending time of Web Pre PART 1 (HHMMSS)
admin_pre_web2_iwfintime,Pre admin- Ending time of Web Pre PART 2 (HHMMSS)
admin_pre_iwrecorded,FTF ONLY: Pre admin- R consent to recording Pre-election IW
admin_pre_lang_start,Pre admin – language of Pre-election IW: starting language
admin_pre_ltr_notif,FTF ONLY: Pre admin- Letter: was R sent Pre-election notification letter
admin_pre_ltr_notifdate,FTF ONLY: Pre admin- Letter: date of Pre-election notification letter (YYYYMMDD)
admin_pre_ltr_refcon1,FTF ONLY: Pre admin- Letter: was R sent Pre-election refusal conversion letter 1
admin_pre_ltr_refcon1date,FTF ONLY: Pre admin- Letter: date of Pre-election ref-conversion letter 1 (YYYYMMDD)
admin_pre_ltr_refcon2,FTF ONLY: Pre admin- Letter: was R sent Pre-election refusal conversion letter 2
admin_pre_ltr_refcon2date,FTF ONLY: Pre admin- Letter: date of Pre-election ref-conversion letter 2 (YYYYMMDD)
admin_pre_ltr_lockedbldg,FTF ONLY: Pre admin- Letter: was R sent Pre-election locked building letter
admin_pre_ltr_lockedbldgdate,FTF ONLY: Pre admin- Letter: date of Pre-election locked bldg letter(YYYYMMDD)
admin_pre_ltr_nocont,FTF ONLY: Pre admin- Letter: was R sent Pre-election no-contact letter
admin_pre_ltr_nocontdate,FTF ONLY: Pre admin- Letter: date of Pre-election no-contact letter (YYYYMMDD)
admin_post_ftf_iwdatebeg,Post admin- Beginning date of FTF IW (YYYYMMDD)
admin_post_web1_iwdatebeg,Web Post admin- Beginning date of Web Post PART 1 (YYYYMMDD)
admin_post_web2_iwdatebeg,Web Post admin- Beginning date of Web Post PART 2 (YYYYMMDD)
admin_post_ftf_iwbegtime,Post admin- Beginning time of FTF IW (HHMMSS)
admin_post_web1_iwbegtime,Web Post admin- Beginning time of Web Post PART 1 (HHMMSS)
admin_post_web2_iwbegtime,Web Post admin- Beginning time of Web Post PART 2 (HHMMSS)
admin_post_iwlength,Post admin – Length of post-election interviewing
admin_post_web1length,Post admin – Length of 1st 1/2 post-election Web survey
admin_post_web2length,Post admin – Length of 2nd 1/2 post-election Web survey
admin_post_ftf_iwdatefin,Post admin- Ending date of FTF Post IW (YYYYMMDD)
admin_post_web1_iwdatefin,Post admin- Ending date of Web Post PART 1 (YYYYMMDD)
admin_post_web2_iwdatefin,Post admin- Ending date of Web Post PART 2 (YYYYMMDD)
admin_post_ftf_iwfintime,Post admin- Ending time of FTF IW (HHMMSS)
admin_post_web1_iwfintime,Post admin- Ending time of Web Post PART 1 (HHMMSS)
admin_post_web2_iwfintime,Post admin- Ending time of Web Post PART 2 (HHMMSS)
admin_post_iwrecorded,FTF ONLY: Post admin- R consent to recording Post-election IW
admin_post_lang_start,Post admin – language of Post-election IW: starting language
admin_post_ltr_notif,FTF ONLY: Post admin- Letter: was R sent Post-election notification letter
admin_post_ltr_notifdate,FTF ONLY: Post admin- Letter: date of Post-election notification letter (YYYYMMDD)
admin_post_ltr_refcon,FTF ONLY: Post admin- Letter: was R sent Post-election refusal conversion letter
admin_post_ltr_refcondate,FTF ONLY: Post admin- Letter: date of Post-election ref-conversion letter (YYYYMMDD)
admin_post_ltr_nocont1,FTF ONLY: Post admin- Letter: was R sent Post-election no-contact letter 1
admin_post_ltr_nocont1date,FTF ONLY: Post admin- Letter: date of Post-election no-contact letter 1 (YYYYMMDD)
admin_post_ltr_nocontfin,FTF ONLY: Post admin- Letter: was R sent Post-election final no-contact letter
admin_post_ltr_nocontfindate,FTF ONLY: Post admin- Letter: date of Post-election final no-contact letter (YYYYMMDD)
hhlist_completed,FTF ONLY: was household listing completed
hhlist_attempts,FTF ONLY: HH listing- how many screener (HH listing) attempts
hhlist_datecompl,FTF ONLY: HH listing- screener completion date (YYYYMMDD)
hhlist_r_number,FTF ONLY: HH listing- person number in HH listing selected as Respondent
hhlist_r_agegrp,FTF ONLY: HH listing- selected Respondent- age listed in screener
hhlist_r_age,FTF ONLY: HH listing- selected Respondent- age listed in screener
hhlist_r_hisp,"FTF ONLY: HH listing- selected Respondent- listed as Spanish, Hispanic or Latino"
hhlist_r_obshisp,"FTF ONLY: HH listing- selected Respondent- not listed, observ clearly Hisp /Latino"
hhlist_r_black,FTF ONLY: HH listing- selected Respondent- listed as African-American or Black
hhlist_r_obsblack,"FTF ONLY: HH listing- selected Respondent- not listed, observ clearly AfrAm/Black"
hhlist_listtot,FTF ONLY: HH listing- total persons listed
hhlist_hhtot,FTF ONLY: HH listing- total persons listed who are household members (usually resides at samp addr)
hhlist_elighhtot,FTF ONLY: HH listing- total persons listed as eligible household members
hhlist_hisphhtot,FTF ONLY: HH listing- total persons listed as Hispanic and household members
hhlist_blackhhtot,FTF ONLY: HH listing- total persons listed as Black and household members
hhlist_person1_eligible,FTF ONLY: HHLIST- Person 1: eligible
hhlist_person1_whyinelig,FTF ONLY: HHLIST- Person 1: why not eligible
hhlist_person1_resid,FTF ONLY: HHLIST- Person 1: list as usually residing in household
hhlist_person1_agegrp,FTF ONLY: HHLIST- Person 1: list age (group)
hhlist_person1_agefull,FTF ONLY: RESTRICTED: HHLIST- Person 1: list age – full
hhlist_person1_agemiss,FTF ONLY: HHLIST- Person 1: list age DK/RF – will 18+ on electn day
hhlist_person1_obs18,FTF ONLY: HHLIST- Person 1: list age all missing- obs clearly age elig
hhlist_person1_age18,FTF ONLY: HHLIST- Person 1: list age 17 – will be 18 by election day
hhlist_person1_citz,FTF ONLY: HHLIST- Person 1: list as citizen
hhlist_person1_hisp,FTF ONLY: HHLIST- Person 1: list as Hispanic
hhlist_person1_obshisp,FTF ONLY: HHLIST- Person 1: list if Hispanic missing- obs clearly Hisp
hhlist_person1_black,FTF ONLY: HHLIST- Person 1: listed as Black/African-American
hhlist_person1_obsblack,FTF ONLY: HHLIST- Person 1: list if Black missing – obs clearly Black
hhlist_person2_eligible,FTF ONLY: HHLIST- Person 2: eligible
hhlist_person2_whyinelig,FTF ONLY: HHLIST- Person 2: why not eligible
hhlist_person2_resid,FTF ONLY: HHLIST- Person 2: list as usually residing in household
hhlist_person2_agegrp,FTF ONLY: HHLIST- Person 2: list age (group)
hhlist_person2_agefull,FTF ONLY: RESTRICTED: HHLIST- Person 2: list age – full
hhlist_person2_agemiss,FTF ONLY: HHLIST- Person 2: list age DK/RF – will 18+ on electn day
hhlist_person2_obs18,FTF ONLY: HHLIST- Person 2: list age all missing- obs clearly age elig
hhlist_person2_age18,FTF ONLY: HHLIST- Person 2: list age 17 – will be 18 by election day
hhlist_person2_citz,FTF ONLY: HHLIST- Person 2: list as citizen
hhlist_person2_hisp,FTF ONLY: HHLIST- Person 2: list as Hispanic
hhlist_person2_obshisp,FTF ONLY: HHLIST- Person 2: list if Hispanic missing- obs clearly Hisp
hhlist_person2_black,FTF ONLY: HHLIST- Person 2: listed as Black/African-American
hhlist_person2_obsblack,FTF ONLY: HHLIST- Person 2: list if Black missing – obs clearly Black
hhlist_person3_eligible,FTF ONLY: HHLIST- Person 3: eligible
hhlist_person3_whyinelig,FTF ONLY: HHLIST- Person 3: why not eligible
hhlist_person3_resid,FTF ONLY: HHLIST- Person 3: list as usually residing in household
hhlist_person3_agegrp,FTF ONLY: HHLIST- Person 3: list age (group)
hhlist_person3_agefull,FTF ONLY: RESTRICTED: HHLIST- Person 3: list age – full
hhlist_person3_agemiss,FTF ONLY: HHLIST- Person 3: list age DK/RF – will 18+ on electn day
hhlist_person3_obs18,FTF ONLY: HHLIST- Person 3: list age all missing- obs clearly age elig
hhlist_person3_age18,FTF ONLY: HHLIST- Person 3: list age 17 – will be 18 by election day
hhlist_person3_citz,FTF ONLY: HHLIST- Person 3: list as citizen
hhlist_person3_hisp,FTF ONLY: HHLIST- Person 3: list as Hispanic
hhlist_person3_obshisp,FTF ONLY: HHLIST- Person 3: list if Hispanic missing- obs clearly Hisp
hhlist_person3_black,FTF ONLY: HHLIST- Person 3: listed as Black/African-American
hhlist_person3_obsblack,FTF ONLY: HHLIST- Person 3: list if Black missing – obs clearly Black
hhlist_person4_eligible,FTF ONLY: HHLIST- Person 4: eligible
hhlist_person4_whyinelig,FTF ONLY: HHLIST- Person 4: why not eligible
hhlist_person4_resid,FTF ONLY: HHLIST- Person 4: list as usually residing in household
hhlist_person4_agegrp,FTF ONLY: HHLIST- Person 4: list age (group)
hhlist_person4_agefull,FTF ONLY: RESTRICTED: HHLIST- Person 4: list age – full
hhlist_person4_agemiss,FTF ONLY: HHLIST- Person 4: list age DK/RF – will 18+ on electn day
hhlist_person4_obs18,FTF ONLY: HHLIST- Person 4: list age all missing- obs clearly age elig
hhlist_person4_age18,FTF ONLY: HHLIST- Person 4: list age 17 – will be 18 by election day
hhlist_person4_citz,FTF ONLY: HHLIST- Person 4: list as citizen
hhlist_person4_hisp,FTF ONLY: HHLIST- Person 4: list as Hispanic
hhlist_person4_obshisp,FTF ONLY: HHLIST- Person 4: list if Hispanic missing- obs clearly Hisp
hhlist_person4_black,FTF ONLY: HHLIST- Person 4: listed as Black/African-American
hhlist_person4_obsblack,FTF ONLY: HHLIST- Person 4: list if Black missing – obs clearly Black
hhlist_person5_eligible,FTF ONLY: HHLIST- Person 5: eligible
hhlist_person5_whyinelig,FTF ONLY: HHLIST- Person 5: why not eligible
hhlist_person5_resid,FTF ONLY: HHLIST- Person 5: list as usually residing in household
hhlist_person5_agegrp,FTF ONLY: HHLIST- Person 5: list age (group)
hhlist_person5_agefull,FTF ONLY: RESTRICTED: HHLIST- Person 5: list age – full
hhlist_person5_agemiss,FTF ONLY: HHLIST- Person 5: list age DK/RF – will 18+ on electn day
hhlist_person5_obs18,FTF ONLY: HHLIST- Person 5: list age all missing- obs clearly age elig
hhlist_person5_age18,FTF ONLY: HHLIST- Person 5: list age 17 – will be 18 by election day
hhlist_person5_citz,FTF ONLY: HHLIST- Person 5: list as citizen
hhlist_person5_hisp,FTF ONLY: HHLIST- Person 5: list as Hispanic
hhlist_person5_obshisp,FTF ONLY: HHLIST- Person 5: list if Hispanic missing- obs clearly Hisp
hhlist_person5_black,FTF ONLY: HHLIST- Person 5: listed as Black/African-American
hhlist_person5_obsblack,FTF ONLY: HHLIST- Person 5: list if Black missing – obs clearly Black
hhlist_person6_eligible,FTF ONLY: HHLIST- Person 6: eligible
hhlist_person6_whyinelig,FTF ONLY: HHLIST- Person 6: why not eligible
hhlist_person6_resid,FTF ONLY: HHLIST- Person 6: list as usually residing in household
hhlist_person6_agegrp,FTF ONLY: HHLIST- Person 6: list age (group)
hhlist_person6_agefull,FTF ONLY: RESTRICTED: HHLIST- Person 6: list age – full
hhlist_person6_agemiss,FTF ONLY: HHLIST- Person 6: list age DK/RF – will 18+ on electn day
hhlist_person6_obs18,FTF ONLY: HHLIST- Person 6: list age all missing- obs clearly age elig
hhlist_person6_age18,FTF ONLY: HHLIST- Person 6: list age 17 – will be 18 by election day
hhlist_person6_citz,FTF ONLY: HHLIST- Person 6: list as citizen
hhlist_person6_hisp,FTF ONLY: HHLIST- Person 6: list as Hispanic
hhlist_person6_obshisp,FTF ONLY: HHLIST- Person 6: list if Hispanic missing- obs clearly Hisp
hhlist_person6_black,FTF ONLY: HHLIST- Person 6: listed as Black/African-American
hhlist_person6_obsblack,FTF ONLY: HHLIST- Person 6: list if Black missing – obs clearly Black
hhlist_person7_eligible,FTF ONLY: HHLIST- Person 7: eligible
hhlist_person7_whyinelig,FTF ONLY: HHLIST- Person 7: why not eligible
hhlist_person7_resid,FTF ONLY: HHLIST- Person 7: list as usually residing in household
hhlist_person7_agegrp,FTF ONLY: HHLIST- Person 7: list age (group)
hhlist_person7_agefull,FTF ONLY: RESTRICTED: HHLIST- Person 7: list age – full
hhlist_person7_agemiss,FTF ONLY: HHLIST- Person 7: list age DK/RF – will 18+ on electn day
hhlist_person7_obs18,FTF ONLY: HHLIST- Person 7: list age all missing- obs clearly age elig
hhlist_person7_age18,FTF ONLY: HHLIST- Person 7: list age 17 – will be 18 by election day
hhlist_person7_citz,FTF ONLY: HHLIST- Person 7: list as citizen
hhlist_person7_hisp,FTF ONLY: HHLIST- Person 7: list as Hispanic
hhlist_person7_obshisp,FTF ONLY: HHLIST- Person 7: list if Hispanic missing- obs clearly Hisp
hhlist_person7_black,FTF ONLY: HHLIST- Person 7: listed as Black/African-American
hhlist_person7_obsblack,FTF ONLY: HHLIST- Person 7: list if Black missing – obs clearly Black
hhlist_iwrid,FTF ONLY: HHLIST- IWR id of interviewer completing the screener
dwell_completed,FTF ONLY- Dwelling unit- DU module completed
dwell_datecompl,FTF ONLY- Dwelling unit- date DU module completed
dwell_winsign,FTF ONLY: Dwell unit- DUQ1: No. campaign or political signs visible in structure window(s)
dwell_winsign_dsc,FTF ONLY: RESTRICTED: Dwell unit- DUQ2: Describe window sign(s)
dwell_frontsign,FTF ONLY: Dwell unit- DUQ3: No. campaign or political signs visible in front/outside structure
dwell_frontsign_dsc,FTF ONLY: RESTRICTED: Dwell unit- DUQ4: Describe front/outside sign(s)
dwell_sign_dpc,FTF ONLY: Dwell unit- DUQ5: Do any of the signs support Barack Obama
dwell_sign_rpc,FTF ONLY: Dwell unit- DUQ6: Do any of the signs support Mitt Romney
dwell_relig,FTF ONLY: Dwell unit- DUQ7: Religious items/symbols around structure
dwell_religmsg_spec,FTF ONLY: RESTRICTED: Dwell unit- DUQ7: Specify religious message
dwell_secur_mention1,FTF ONLY: Dwell unit- DUQ8: What security measures or barriers are present 1
dwell_secur_mention2,FTF ONLY: Dwell unit- DUQ8: What security measures or barriers are present 2
dwell_secur_mention3,FTF ONLY: Dwell unit- DUQ8: What security measures or barriers are present 3
dwell_secur_mention4,FTF ONLY: Dwell unit- DUQ8: What security measures or barriers are present 4
dwell_secur_mention5,FTF ONLY: Dwell unit- DUQ8: What security measures or barriers are present 5
dwell_structure,FTF ONLY: Dwell unit- DUQ9: Type of structure
dwell_structure_oth,FTF ONLY: RESTRICTED: Dwell unit- DUQ9: Other type of structure
dwell_strctsize,FTF ONLY: Dwell unit- DUQ10: Size of structure
dwell_strctsize_oth,FTF ONLY: RESTRICTED: Dwell unit- DUQ10: Other size of structure
dwell_structresid,FTF ONLY: Dwell unit- DUQ11: Is structure residential
dwell_block_urban,FTF ONLY: Dwell unit- DUQ12: Is block urban
dwell_block_resid,FTF ONLY: Dwell unit- DUQ13: Is block residential
dwell_block_resid_oth,FTF ONLY: RESTRICTED: Dwell unit- DUQ13: Other block type
dwell_hu_cond_mention1,FTF ONLY: Dwell unit- DUQ14: Conditions of the building 1
dwell_hu_cond_mention2,FTF ONLY: Dwell unit- DUQ14: Conditions of the building 2
dwell_hu_cond_mention3,FTF ONLY: Dwell unit- DUQ14: Conditions of the building 3
dwell_hu_cond_mention4,FTF ONLY: Dwell unit- DUQ14: Conditions of the building 4
dwell_hu_cond_mention5,FTF ONLY: Dwell unit- DUQ14: Conditions of the building 5
dwell_hu_cond_mention6,FTF ONLY: Dwell unit- DUQ14: Conditions of the building 6
dwell_hu_cond_mention7,FTF ONLY: Dwell unit- DUQ14: Conditions of the building 7
dwell_hu_cond_mention8,FTF ONLY: Dwell unit- DUQ14: Conditions of the building 8
dwell_hu_cond_mention9,FTF ONLY: Dwell unit- DUQ14: Conditions of the building 9
dwell_hu_cond_mention10,FTF ONLY: Dwell unit- DUQ14: Conditions of the building 10
dwell_area_cond_mention1,FTF ONLY: Dwell unit- DUQ15: Conditions within sight of the housing unit 1
dwell_area_cond_mention2,FTF ONLY: Dwell unit- DUQ15: Conditions within sight of the housing unit 2
dwell_area_cond_mention3,FTF ONLY: Dwell unit- DUQ15: Conditions within sight of the housing unit 3
dwell_area_cond_mention4,FTF ONLY: Dwell unit- DUQ15: Conditions within sight of the housing unit 4
dwell_area_cond_mention5,FTF ONLY: Dwell unit- DUQ15: Conditions within sight of the housing unit 5
dwell_area_cond_mention6,FTF ONLY: Dwell unit- DUQ15: Conditions within sight of the housing unit 6
dwell_bldg_relcond,FTF ONLY: Dwell unit- DUQ16: Condition of the building relative to others on same street/road
dwell_iwrid,FTF ONLY: HHLIST- IWR id of interviewer completing the DU (dwelling unit) module
recontact_completed,FTF ONLY- Recontact- Pre-election recontact module completed (after Pre interview)
recontact_rname_given,FTF ONLY: Recontact- did R give name (is any text present)
recontact_sampaddr_correct,FTF ONLY: Recontact- Respondent: is address on record correct?
recontact_newaddr_given,FTF ONLY: Recontact- is new address given (is any text present)
recontact_addr_err,FTF ONLY: Recontact- Respondent: is new address correction or move?
recontact_phone_given,FTF ONLY: Recontact- did R give phone number
recontact_have2ndphone,FTF ONLY: Recontact- Respondent: have 2nd phone?
recontact_haveemail,FTF ONLY: Recontact- Respondent: have email address?
recontact_setappt,FTF ONLY: Recontact- did R set appt for Post IW
recontact_setappt_date,FTF ONLY: Recontact- date of appt for Post IW
recontact_refreason,FTF ONLY: Recontact- reason for refusing to set Post appt
recontact_c1_name_given,FTF ONLY: Recontact- did R give name of other contact person 1 (any text present)
recontact_c1_relshp,FTF ONLY: Recontact- Respondent: relationship of other contact person 1
recontact_c1_addr_given,FTF ONLY: Recontact- did R give addr of oth contact person 1 (any street addr text present)
recontact_c1_phone_given,FTF ONLY: Recontact- did R give phone number of other contact person 1
recontact_c1_haveothph,FTF ONLY: Recontact- Respondent: does contact person 1 have other phone?
recontact_c1_haveemail,FTF ONLY: Recontact- Respondent: does contact person 1 have email address?
recontact_c2_name_given,FTF ONLY: Recontact- did R give name of other contact person 2 (any text present)
recontact_c2_relshp,FTF ONLY: Recontact- Respondent: relationship of other contact person 2
recontact_c2_addr_given,FTF ONLY: Recontact- did R give addr of oth contact person 2 (any street addr text present)
recontact_c2_phone_given,FTF ONLY: Recontact- did R give phone number of other contact person 2
recontact_c2_haveothph,FTF ONLY: Recontact- Respondent: does contact person 2 have other phone?
recontact_c2_haveemail,FTF ONLY: Recontact- Respondent: does contact person 2 have email address?
recontact_iwrid,FTF ONLY: Recontact- IWR id of interviewer completing the recontact module
iwrobspre_completed,FTF ONLY- Pre IWR Obs- IWR obs module completed (after Pre-election IW)
iwrobspre_skintone,PRE: FTF ONLY: IWR OBS: Skin tone category of respondent
iwrobspre_winsigns,FTF ONLY: Pre IWR Obs- No. signs in window
iwrobspre_winsigns_dsc,FTF ONLY: RESTRICTED: Pre IWR Obs- Describe signs in window
iwrobspre_frontsigns,FTF ONLY: Pre IWR Obs- No. signs outside/in front
iwrobspre_frontsigns_dsc,FTF ONLY: RESTRICTED: Pre IWR Obs- Describe signs in front
iwrobspre_sign_dpc,FTF ONLY: Pre IWR Obs- Any sign for Dem Pres cand
iwrobspre_sign_rpc,FTF ONLY: Pre IWR Obs- Any sign for Rep Pres cand
iwrobspre_othpresent1,FTF ONLY: Pre IWR Obs- Others present during IW 1
iwrobspre_othpresent2,FTF ONLY: Pre IWR Obs- Others present during IW 2
iwrobspre_othpresent3,FTF ONLY: Pre IWR Obs- Others present during IW 3
iwrobspre_othpresent4,FTF ONLY: Pre IWR Obs- Others present during IW 4
iwrobspre_othpresent5,FTF ONLY: Pre IWR Obs- Others present during IW 5
iwrobspre_othpresent6,FTF ONLY: Pre IWR Obs- Others present during IW 6
iwrobspre_coop,FTF ONLY: Pre IWR Obs- R cooperation
iwrobspre_levinfo,FTF ONLY: Pre IWR Obs- R level of information
iwrobspre_intell,FTF ONLY: Pre IWR Obs- R apparent intelligence
iwrobspre_suspic,FTF ONLY: Pre IWR Obs- R suspicious
iwrobspre_interest,FTF ONLY: Pre IWR Obs- R interest in IW
iwrobspre_sincere,FTF ONLY: Pre IWR Obs- R sincerity
iwrobspre_doubtsnc,FTF ONLY: Pre IWR Obs- Places where sincerity doubted
iwrobspre_doubtsnc_dsc,FTF ONLY: RESTRICTED: Pre IWR Obs- Where sincerity doubted
iwrobspre_estinc,FTF ONLY: Pre IWR Obs- Estimate family income
iwrobspre_estage,FTF ONLY: Pre IWR Obs- Estimate R age
iwrobspre_gender,FTF ONLY: Pre IWR Obs- R gender
iwrobspre_esteduc,FTF ONLY: Pre IWR Obs- Estimate R education level
iwrobspre_esteduc_oth,FTF ONLY: RESTRICTED: Pre IWR Obs- Specify other: R education level
iwrobspre_react1,FTF ONLY: Pre IWR Obs- R reaction to IW 1
iwrobspre_react2,FTF ONLY: Pre IWR Obs- R reaction to IW 2
iwrobspre_react3,FTF ONLY: Pre IWR Obs- R reaction to IW 3
iwrobspre_react4,FTF ONLY: Pre IWR Obs- R reaction to IW 4
iwrobspre_react5,FTF ONLY: Pre IWR Obs- R reaction to IW 5
iwrobspre_react6,FTF ONLY: Pre IWR Obs- R reaction to IW 6
iwrobspre_react7,FTF ONLY: Pre IWR Obs- R reaction to IW 7
iwrobspre_react8,FTF ONLY: Pre IWR Obs- R reaction to IW 8
iwrobspre_react9,FTF ONLY: Pre IWR Obs- R reaction to IW 9
iwrobspre_iwrentry_casi,FTF ONLY: Pre IWR Obs- Did R enter all CASI responses himself/herself
iwrobspre_iwraid_casi1,FTF ONLY: Pre IWR Obs- Did R require any assistance in CASI module 1
iwrobspre_iwraid_casi2,FTF ONLY: Pre IWR Obs- Did R require any assistance in CASI module 2
iwrobspre_iwraid_casi3,FTF ONLY: Pre IWR Obs- Did R require any assistance in CASI module 3
iwrobspre_datecompl,FTF ONLY: Pre IWR Obs- Date IWR obs module completed
iwrobspre_iwrid,FTF ONLY: Pre IWR obs- IWR id of interviewer completing Pre IWR observations
iwrobspost_completed,FTF ONLY- Post IWR Obs- IWR obs module completed (after Post-election IW)
iwrobspost_othpresent1,FTF ONLY: Post IWR Obs- Others present during IW 1
iwrobspost_othpresent2,FTF ONLY: Post IWR Obs- Others present during IW 2
iwrobspost_othpresent3,FTF ONLY: Post IWR Obs- Others present during IW 3
iwrobspost_othpresent4,FTF ONLY: Post IWR Obs- Others present during IW 4
iwrobspost_othpresent5,FTF ONLY: Post IWR Obs- Others present during IW 5
iwrobspost_othpresent6,FTF ONLY: Post IWR Obs- Others present during IW 6
