var_name,description,valid_labels,missing_labels
health_2010hcropp,Strength ofsupport or oppose 2010 law,"1. A great deal
2. Moderately
3. A little
1. A great deal
2. Moderately
3. A little
","-1. Inapplicable
-8. Don't know
-9. Refused
-1. Inapplicable
-8. Don't know
-9. Refused
"
health_2010hcr_x,PRE: SUMMARY-Support2010 health care law,"1. Favor a great deal
2. Favor moderately
3. Favora little
4. Neither favor nor oppose
5. Oppose a little
6. Opposemoderately
7. Oppose a great deal
1. Favor a greatdeal
2. Favor moderately
3. Favor a little
4. Neitherfavor nor oppose
5. Oppose alittle
6. Oppose moderately
7. Opposea great deal
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
health_self,Health ofR,"1. Excellent
2. Verygood
3. Good
4. Fair
5. Poor
1. Excellent
2. Verygood
3. Good
4. Fair
5. Poor
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
health_smoke,Smoked Cigarettes,"1. Yes
2. No
1. Yes
2. No
","-8. Don'tknow
-9. Refused
-8. Don't know
-9. Refused
"
health_smokeamt,"If smoked,how many now","1. Every day
2. Some days
3. Not at all
1. Every day
2. Some days
3. Not at all
","-1. Inapplicable
-9. Refused
-1. Inapplicable
-9. Refused
"
candaff_angdpc,Affectfor Democratic Pres cand: angry,"1. Yes
2. No
1. Yes
2. No
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
candaff_angdpcoft,How oftenaffectangry about Democratic Pres cand,"1. Always
2. Mostof the time
3. About halfthe time
4. Some of thetime
5. Never
","-1. Inapplicable
-8. Don't know
-9. Refused
"
candaff_hpdpc,Affectfor Democratic Pres cand: hopeful,"1. Yes
2. No
1. Yes
2. No
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
candaff_hpdpcoft,How oftenaffecthopeful about Democratic Pres cand,"1. Always
2. Mostof the time
3. Abouthalf the time
4. Some ofthe time
5. Never
","-1. Inapplicable
-8. Don't know
-9. Refused
"
candaff_afrdpc,Affectfor Democratic Pres cand: afraid,"1. Yes
2. No
1. Yes
2. No
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
candaff_afrdpcoft,How oftenaffectafraid about Democratic Pres cand,"1. Always
2. Mostof the time
3. About halfthe time
4. Some of thetime
5. Never
","-1. Inapplicable
-8. Don't know
-9. Refused
"
candaff_prddpc,Affectfor Democratic Pres cand: proud,"1. Yes
2. No
1. Yes
2. No
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
candaff_prddpcoft,How oftenaffectproud about Democratic Pres cand,"1. Always
2. Mostof the time
3. Abouthalf the time
4. Some ofthe time
5. Never
","-1. Inapplicable
-8. Don't know
-9. Refused
"
candaff_angrpc,Affectfor Republican Pres cand: angry,"1. Yes
2. No
1. Yes
2. No
","-8. Don'tknow
-9. Refused
-8. Don't know
-9. Refused
"
candaff_angrpcoft,How oftenaffectangry about Republican Pres cand,"1. Always
2. Most of the time
3. About half the time
4. Some of the time
5. Never
","-1. Inapplicable
-8. Don't know
-9. Refused
"
candaff_hprpc,Affectfor Republican Pres cand: hopeful,"1. Yes
2. No
1. Yes
2. No
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
candaff_hprpcoft,How oftenaffecthopeful about Republican Pres cand,"1. Always
2. Mostof the time
3. About halfthe time
4. Some of thetime
5. Never
","-1. Inapplicable
-8. Don't know
-9. Refused
"
candaff_afrrpc,Affectfor Republican Pres cand: afraid,"1. Yes
2. No
1. Yes
2. No
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
candaff_afrrpcoft,How oftenaffectafraid about Republican Pres cand,"1. Always
2. Mostof the time
3. About halfthe time
4. Some of thetime
5. Never
1. Always
2. Most ofthe time
3. About halfthe time
4. Some of thetime
5. Never
","-1. Inapplicable
-1. Inapplicable
"
candaff_prdrpc,Affectfor Republican Pres cand: proud,"1. Yes
2. No
1. Yes
2. No
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
candaff_prdrpcoft,How oftenaffectproud about Republican Pres cand,"1. Always
2. Mostof the time
3. About halfthe time
4. Some of thetime
5. Never
","-1. Inapplicable
-8. Don't know
-9. Refused
"
libcpre_self,7pt scaleLiberal/conservative self-placement,"1. Extremely liberal
2. Liberal
3. Slightly liberal
4. Moderate; middle ofthe road
5. Slightlyconservative
6. Conservative
7. Extremely conservative
","-2. Haven't thought much aboutthis
-8. Don't know
-9. Refused
"
libcpre_choose,If Rhad to choose liberal or conservativeself-placemt,"1. Liberal
2. Conservative
3. Moderate (VOL)
1. Liberal
2. Conservative
3. Moderate (VOL)
","-1. Inapplicable
-8. Don't know
-9. Refused
-1. Inapplicable
-8. Don't know
-9. Refused
"
libcpre_dpc,7pt scaleliberal/conservative - Dem Pres cand,"1. Extremely liberal
2. Liberal
3. Slightly liberal
4. Moderate; middle of theroad
5. Slightlyconservative
6. Conservative
7. Extremely conservative
","-8. Don't know
-9. Refused
"
libcpre_rpc,7pt scaleliberal/conservative - Rep Pres cand,"1. Extremely liberal
2. Liberal
3. Slightly liberal
4. Moderate; middle of theroad
5. Slightlyconservative
6. Conservative
7. Extremely conservative
1. Extremely liberal
2. Liberal
3. Slightly liberal
4. Moderate; middle of the road
5. Slightly conservative
6. Conservative
7. Extremely conservative
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
libcpre_ptyd,7pt scaleliberal/conservative Dem party,"1. Extremely liberal
2. Liberal
3. Slightly liberal
4. Moderate; middle of theroad
5. Slightlyconservative
6. Conservative
7. Extremely conservative
","-8. Don't know
-9. Refused
"
libcpre_ptyr,7pt scaleliberal/conservative Rep party,"1. Extremely liberal
2. Liberal
3. Slightly liberal
4. Moderate; middle of theroad
5. Slightlyconservative
6. Conservative
7. Extremely conservative
1. Extremely liberal
2. Liberal
3. Slightly liberal
4. Moderate; middle of the road
5. Slightly conservative
6. Conservative
7. Extremely conservative
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
divgov_splitgov,Party Controlor split government,"1. Better whenone party controls both
2. Better when control issplit
3. It doesn't matter
1. Better when oneparty controls both
2. Better when control issplit
3. Itdoesn't matter
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
likelypct_howlikvt1,[1/2 SAMPLE2A] How likely is it thatR will vote in Nov,"1. Extremely likely
2. Verylikely
3. Moderately likely
4. Slightlylikely
5. Not likely at all
","-1. Inapplicable
-8. Don't know
-9. Refused
"
likelypct_whatpct1,[1/2 SAMPLE2B] What is percent chance Rwill vote in Nov,,
campfin_limcorp,Should govbe able to limit corporate contributions,"1. Favor
2. Oppose
3. Neither favor nor oppose
1. Favor
2. Oppose
3. Neitherfavor nor oppose
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
campfin_banads,Ban corporate/unionads for candidates,"1. Favor
2. Oppose
3. Neither favor nor oppose
1. Favor
2. Oppose
3. Neitherfavor nor oppose
","-8. Don'tknow
-9. Refused
-8. Don't know
-9. Refused
"
ineq_incgap,Income gaptoday more or less than 20years ago,"1. Larger
2. Smaller
3. About the same
1. Larger
2. Smaller
3. About the same
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
ineq_gapmore,How muchlarger is income gap today,"1. Much
2. Somewhat
1. Much
2. Somewhat
","-1. Inapplicable
-8. Don't know
-9. Refused
-1. Inapplicable
-8. Don't know
-9. Refused
"
ineq_gapless,How muchsmaller is income gap today,"1. Much
2. Somewhat
1. Much
2. Somewhat
","-1. Inapplicable
-8. Don't know
-9. Refused
-1. Inapplicable
-8. Don't know
-9. Refused
"
ineq_incgap_x,PRE: SUMMARY-Incomegap size compared to 20 yearsago,"1. Muchlarger
2. Somewhat larger
3. About the same
4. Somewhatsmaller
5. Much smaller
1. Muchlarger
2. Somewhat larger
3. About the same
4. Somewhatsmaller
5. Much smaller
","-8. Don'tknow
-9. Refused
-8. Don't know
-9. Refused
"
effic_complicstd,[STD] Politics/govttoo complicated to understand,"1. Agree strongly
2. Agreesomewhat
3. Neither agree nor disagree
4. Disagree somewhat
5. Disagree strongly
","-1. Inapplicable
-8. Don't know
-9. Refused
"
effic_undstd,[STD] Goodunderstanding of political issues,"1. Agree strongly
2. Agreesomewhat
3. Neither agree nor disagree
4. Disagree somewhat
5. Disagree strongly
","-1. Inapplicable
-8. Don't know
-9. Refused
"
effic_carestd,[STD] Publofficialsdon't care what people think,"1. Agree strongly
2. Agreesomewhat
3. Neither agree nor disagree
4. Disagree somewhat
5. Disagree strongly
","-1. Inapplicable
-8. Don't know
-9. Refused
"
effic_saystd,[STD] Haveno say about what govt does,"1. Agree strongly
2. Agreesomewhat
3. Neither agree nor disagree
4. Disagree somewhat
5. Disagree strongly
","-1. Inapplicable
-8. Don't know
-9. Refused
"
effic_complicrev,[REV] Politics/govttoo complicated to understand,"1. Always
2. Mostof the time
3. About halfthe time
4. Some of thetime
5. Never
","-1. Inapplicable
-8. Don't know
-9. Refused
"
effic_undrev,[REV] Goodunderstanding of political issues,"1. Extremelywell
2. Verywell
3. Moderatelywell
4. Slightly well
5. Not well atall
","-1. Inapplicable
-8. Don'tknow
-9. Refused
"
effic_carerev,[REV] Publofficialsdon't care what people think,"1. A greatdeal
2. Alot
3. A moderate amount
4. A little
5. Not at all
1. A greatdeal
2. A lot
3. A moderate amount
4. A little
5. Notat all
","-1. Inapplicable
-8. Don't know
-9. Refused
-1. Inapplicable
-8. Don't know
-9. Refused
"
effic_sayrev,[REV] Haveno say about what govt does,"1. A greatdeal
2. Alot
3. A moderate amount
4. A little
5. Not at all
1. A greatdeal
2. A lot
3. A moderate amount
4. A little
5. Notat all
","-1. Inapplicable
-8. Don't know
-9. Refused
-1. Inapplicable
-8. Don't know
-9. Refused
"
econ_ecnow,Current economygood or bad,"1. Verygood
2. Good
3. Neither good norbad
4. Bad
5. Verybad
1. Verygood
2. Good
3. Neither good nor bad
4. Bad
5. Verybad
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
econ_ecpast,National economybetter/worse in last year,"1. Gotten better
2. Stayed about thesame
3. Gotten worse
1. Gotten better
2. Stayed about the same
3. Gotten worse
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
econ_ecpastamt,How muchnational economy better/worse in last year,"1. Much
2. Somewhat
1. Much
2. Somewhat
","-1. Inapplicable
-8. Don't know
-9. Refused
-1. Inapplicable
-8. Don't know
-9. Refused
"
econ_ecpast_x,PRE: SUMMARY-U.S.economy better or worse than 1year ago,"1. Much better
2. Somewhat better
3. Stayed about thesame
4. Somewhat worse
5. Much worse
1. Muchbetter
2. Somewhat better
3. Stayed about the same
4. Somewhatworse
5. Much worse
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
econ_ecnext,Economy betteror worse in next 12 months,"1. Get better
2. Stay aboutthe same
3. Get worse
1. Get better
2. Stay about thesame
3. Get worse
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
econ_ecnextamt,How muchecon better/worse next 12 months,"1. Much
2. Somewhat
1. Much
2. Somewhat
","-1. Inapplicable
-8. Don't know
-1. Inapplicable
-8. Don't know
"
econ_ecnext_x,PRE: SUMMARY-U.S.economy better or worse 1 yearfrom now,"1. Muchbetter
2. Somewhat better
3. Stay aboutthe same
4. Somewhat worse
5. Much worse
1. Much better
2. Somewhat better
3. Stay about thesame
4. Somewhat worse
5. Much worse
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
econ_unpast,Unemployment betteror worse in last year,"1. Better
2. About the same
3. Worse
1. Better
2. About the same
3. Worse
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
econ_unlast,How muchunemployment better or worse in lastyear,"1. Much
2. Somewhat
1. Much
2. Somewhat
","-1. Inapplicable
-8. Don't know
-9. Refused
-1. Inapplicable
-8. Don't know
-9. Refused
"
econ_unpast_x,PRE: SUMMARY-Unemploymentbetter or worse than 1 yearago,"1. Much better
2. Somewhatbetter
3. About the same
4. Somewhat worse
5. Much worse
1. Much better
2. Somewhat better
3. About the same
4. Somewhat worse
5. Much worse
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
econ_unnext,More orless unemployment in next year,"1. More
2. About the same
3. Less
1. More
2. About the same
3. Less
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
ecblame_pres,How muchis President to blame for poorecon conditions,"1. Agreat deal
2. A lot
3. A moderate amount
4. Alittle
5. Not at all
","-8. Don't know
-9. Refused
"
ecblame_fmpr,How muchformer President to blame for poorecon conds,"1. A great deal
2. A lot
3. A moderateamount
4. A little
5. Not atall
","-8. Don't know
-9. Refused
"
ecblame_dem,How muchDems in Congress to blame forpoor econ conds,"1. Agreat deal
2. A lot
3. A moderate amount
4. Alittle
5. Not at all
","-8. Don't know
-9. Refused
"
ecblame_rep,How muchReps in Congress to blame forpoor econ conds,"1. Agreat deal
2. A lot
3. A moderate amount
4. Alittle
5. Not at all
","-8. Don't know
-9. Refused
"
ecblame_bank,How muchWallSt. bankersto blame for poor econ conds,"1. Agreat deal
2. A lot
3. A moderate amount
4. Alittle
5. Not at all
","-8. Don't know
-9. Refused
"
ecblame_cons,How muchconsumers to blame for poor economicconds,"1. Agreat deal
2. A lot
3. A moderate amount
4. Alittle
5. Not at all
","-8. Don't know
-9. Refused
"
ecblame_lend,How muchlenders to blame for poor economicconditions,"1. Agreat deal
2. A lot
3. A moderate amount
4. Alittle
5. Not at all
","-8. Don't know
-9. Refused
"
ptyperf_ptyecon,Which partybetter: handling nations economy,"1. Democrats
2. Republicans
3. Notmuch differencebetween them
4. Neither party (VOL)
1. Democrats
2. Republicans
3. Not muchdifferencebetween them
4. Neitherparty (VOL)
","-8. Don't know
-9. Refused
-8. Don'tknow
-9. Refused
"
preswin_care,Care whowins Presidential Election,"1. Care a good deal
2. Don'tcare very much
1. Care a good deal
2. Don't carevery much
","-8. Don'tknow
-9. Refused
-8. Don'tknow
-9. Refused
"
preswin_win,Who doesR think will be elected President,"5. Other (SPECIFY)(VOL)
5. Other (SPECIFY) (VOL)
","-8. Don'tknow
-9. Refused
-8. Don'tknow
-9. Refused
"
preswin_win_oth,PRE: Otherspecify- Who does R think willbe elected President,,"-2. Textresponses available in separatefile
-2. Textresponses available in separatefile
"
preswin_close,Will Presrace be a close or will(winner) win by a lot,"1. Will beclose
2. Win by quite abit
1. Will beclose
2. Win by quite abit
","-1. Inapplicable
-8. Don't know
-9. Refused
-1. Inapplicable
-8. Don't know
-9. Refused
"
preswin_state,Which Prescand will carry state,"5. Other (SPECIFY)(VOL)
5. Other (SPECIFY) (VOL)
","-8. Don'tknow
-9. Refused
-8. Don'tknow
-9. Refused
"
preswin_state_oth,PRE: Otherspecify- Which Pres cand will carrystate,,"-2. Textresponses available in separatefile
-2. Textresponses available in separatefile
"
preswin_closest,Will Presrace be close in state,"1. Will beclose
2. Win by quite abit
1. Will beclose
2. Win by quite abit
","-1. Inapplicable
-8. Don't know
-9. Refused
-1. Inapplicable
-8. Don't know
-9. Refused
"
preswin_dutychoice,[VERSION 1A]Does R consider voting a dutyor choice,"1. Mainlya duty
2. Mainly a choice
3. Neither a duty nora choice
","-1. Inapplicable
-8. Don't know
-9. Refused
"
preswin_choiceduty,[VERSION 1B]Does R consider voting a choiceor duty,"1. Mainly a choice
2. Mainlya duty
3. Neither a duty nora choice
1. Mainly a choice
2. Mainlya duty
3. Neither a duty nora choice
","-1. Inapplicable
-8. Don't know
-9. Refused
-1. Inapplicable
-8. Don't know
-9. Refused
"
preswin_dutyst,How stronglydoes R feel that voting isa duty,"1. Verystrongly
2. Moderately strongly
3. Alittle strongly
1. Verystrongly
2. Moderately strongly
3. A little strongly
","-1. Inapplicable
-9. Refused
-1. Inapplicable
-9. Refused
"
preswin_choicest,How stronglydoes R feel that voting isa choice,"1. Verystrongly
2. Moderately strongly
3. Alittle strongly
1. Verystrongly
2. Moderately strongly
3. A little strongly
","-1. Inapplicable
-1. Inapplicable
"
preswin_dutychoice_x,PRE: SUMMARY-DoesR consider voting as duty/choice,"1. Verystrongly feel voting is aduty
2. Moderately strongly feelvoting is a duty
3. A littlestrongly feel voting is a duty
4. Feel voting isneither duty nor choice
5. A little strongly feel votingis a choice
6. Moderately strongly feel voting is achoice
7. Verystrongly feelvoting is a choice
1. Verystrongly feel voting is a duty
2. Moderately strongly feel votingis a duty
3. A little stronglyfeel voting is a duty
4. Feel voting is neitherduty nor choice
5. A little strongly feel voting isa choice
6. Moderately stronglyfeel voting is a choice
7. Verystrongly feel votingis a choice
","-8. Don't know
-9. Refused
-8. Don'tknow
-9. Refused
"
