index,variable,question
1397,V165792,WEB SCREENER: S103. Age categories for roster person 2
1398,V165793,WEB SCREENER: S103. Age categories for roster person 3
1399,V165794,WEB SCREENER: S103. Age categories for roster person 4
1400,V165795,WEB SCREENER: S103. Age categories for roster person 5
1401,V165796,WEB SCREENER: S103. Age categories for roster person 6
1402,V165797,WEB SCREENER: S103. Age categories for roster person 7
1403,V165798,WEB SCREENER: S103. Age categories for roster person 8
1404,V165799,WEB SCREENER: S103. Age categories for roster person 9
1405,V165800,WEB SCREENER: S103. Age categories for roster person 10
1406,V165801,WEB SCREENER: Number of adults in HH before roster. Derived from s5 and s5d
1407,V165802,WEB SCREENER: Number of adults in HH - summary
1408,V165803,WEB SCREENER: Number eligible adults in HH before roster. Derived from s6 and s6
1409,V165804,WEB SCREENER: Number of eligible adults in HH after roster. Roster.s102=citizen
1410,V165805,WEB SCREENER: Number of eligible U.S. Citizen adults in HH - summary
1411,V165806,WEB SCREENER: Selected person before roster. Derived from NUMELIG and RAND1
1412,V165807,WEB SCREENER: Selection is Nth citizen listed in roster
1413,V165808,WEB SCREENER: Selection is Nth person listed in roster
1414,V165809,WEB SCREENER: Roster position selected for Pre (final summary)
1415,V165810,WEB SCREENER: Roster size
1416,V166001,"WEB SCREENER: Selection for Pre, detailed"
1417,V166002,WEB SCREENER: Screener R selected for Pre
1418,V166003,RANDOM: Assignment to forward or reverse response options for selected questions
1419,V166004,RANDOM: Assignment to ballot color/ order of major party names in vote sections
1420,V166005,RANDOM: Assignment of contribution amount for CAMPFIN_DIRECT (V162236)
1421,V166006,RANDOM: Order of political figure thermometers (THERMPRE) - 1st
1422,V166007,RANDOM: Order of political figure thermometers (THERMPRE) - 2nd
1423,V166008,RANDOM: Order of political figure thermometers (THERMPRE) - 3rd
1424,V166009,RANDOM: Order of political figure thermometers (THERMPRE) - 4th
1425,V166010,RANDOM: Order of political figure thermometers (THERMPRE) - 5th
1426,V166011,RANDOM: Order of political figure thermometers (THERMPRE) - 6th
1427,V166012,RANDOM: Order of Presidential candidate affects (CANDAFF) - 1st
1428,V166013,RANDOM: Order of Presidential candidate affects (CANDAFF) - 2nd
1429,V166014,RANDOM: Order of Presidential candidate affects (CANDAFF) - 3rd
1430,V166015,RANDOM: Order of Presidential candidate affects (CANDAFF) - 4th
1431,V166016,RANDOM: Order of Presidential candidate affects (CANDAFF) - 5th
1432,V166017,RANDOM: Order of Presidential candidate affects (CANDAFF) - 6th
1433,V166018,RANDOM: Order of Presidential candidate affects (CANDAFF) - 7th
1434,V166019,RANDOM: Order of Presidential candidate affects (CANDAFF) - 8th
1435,V166020,RANDOM: Order of Presidential candidate affects (CANDAFF) - 9th
1436,V166021,RANDOM: Order of Presidential candidate affects (CANDAFF) - 10th
1437,V166022,RANDOM: Order of Presidential candidate traits (CTRAIT) - 1st
1438,V166023,RANDOM: Order of Presidential candidate traits (CTRAIT) - 2nd
1439,V166024,RANDOM: Order of Presidential candidate traits (CTRAIT) - 3rd
1440,V166025,RANDOM: Order of Presidential candidate traits (CTRAIT) - 4th
1441,V166026,RANDOM: Order of Presidential candidate traits (CTRAIT) - 5th
1442,V166027,RANDOM: Order of Presidential candidate traits (CTRAIT) - 6th
1443,V166028,RANDOM: Order of Presidential candidate traits (CTRAIT) - 7th
1444,V166029,RANDOM: Order of Presidential candidate traits (CTRAIT) - 8th
1445,V166030,RANDOM: Order of Presidential candidate traits (CTRAIT) - 9th
1446,V166031,RANDOM: Order of Presidential candidate traits (CTRAIT) - 10th
1447,V166032,RANDOM: Order of Federal budget spending items (FEDSPEND) - 1st
1448,V166033,RANDOM: Order of Federal budget spending items (FEDSPEND) - 2nd
1449,V166034,RANDOM: Order of Federal budget spending items (FEDSPEND) - 3rd
1450,V166035,RANDOM: Order of Federal budget spending items (FEDSPEND) - 4th
1451,V166036,RANDOM: Order of Federal budget spending items (FEDSPEND) - 5th
1452,V166037,RANDOM: Order of Federal budget spending items (FEDSPEND) - 6th
1453,V166038,RANDOM: Order of Federal budget spending items (FEDSPEND) - 7th
1454,V166039,RANDOM: Order of Federal budget spending items (FEDSPEND) - 8th
1455,V166040,RANDOM: R consider voting a duty or choice/choice or duty
1456,V166041,RANDOM: Social class - 4 question set/2 question set
1457,V166042,RANDOM: Party order Presidential candidates likes-dislikes (CANDLIK)
1458,V166043,RANDOM: Party order political party likes-dislikes (PTYLIK)
1459,V166044,RANDOM: Order of Presidential candidates thermometers (THERMPRE)
1460,V166045,RANDOM: Order of political party thermometers (THERMPRE)
1461,V166046,RANDOM: Order of Presidential candidates liberal/conservative scale (LIBCPRE)
1462,V166047,RANDOM: Order of political parties liberal/conservative scale (LIBCPRE)
1463,V166048,RANDOM: Order of political parties for party ID (PTYID)
1464,V166049,RANDOM: Order of Presidential candidates - services/spending scale (SPSRVPR)
1465,V166050,RANDOM: Order of Presidential candidates - defense spending scale (DEFSPPR)
1466,V166051,RANDOM: Order of Presidential candidates - health insurance scale (INSPRE)
1467,V166052,RANDOM: Order of Presidential candidates - jobs/std living scale (GUARPR)
1468,V166053,RANDOM: Order of Presidential candidates - gov assistance to blacks scale (AIDBPR)
1469,V166054,RANDOM: Order of Presidential candidates - envorinment/jobs scale (ENVJOB)
1470,V166055,RANDOM: Order of federal government spending (LEASTSP) responses - 1st
1471,V166056,RANDOM: Order of federal government spending (LEASTSP) responses - 2nd
1472,V166057,RANDOM: Order of federal government spending (LEASTSP) responses - 3rd
1473,V166058,RANDOM: Order of federal government spending (LEASTSP) responses - 4th
1474,V166059,RANDOM: television programs R watches regularly - 1st
1475,V166060,RANDOM: television programs R watches regularly - 2nd
1476,V166061,RANDOM: television programs R watches regularly - 3rd
1477,V166062,RANDOM: television programs R watches regularly - 4th
1478,V166063,RANDOM: television programs R watches regularly - 5th
1479,V166064,RANDOM: television programs R watches regularly - 6th
1480,V166065,RANDOM: television programs R watches regularly - 7th
1481,V166066,RANDOM: television programs R watches regularly - 8th
1482,V166067,RANDOM: television programs R watches regularly - 9th
1483,V166068,RANDOM: television programs R watches regularly - 10th
1484,V166069,RANDOM: television programs R watches regularly - 11th
1485,V166070,RANDOM: television programs R watches regularly - 12th
1486,V166071,RANDOM: television programs R watches regularly - 13th
1487,V166072,RANDOM: television programs R watches regularly - 14th
1488,V166073,RANDOM: television programs R watches regularly - 15th
1489,V166074,RANDOM: television programs R watches regularly - 16th
1490,V166075,RANDOM: television programs R watches regularly - 17th
1491,V166076,RANDOM: television programs R watches regularly - 18th
1492,V166077,RANDOM: television programs R watches regularly - 19th
1493,V166078,RANDOM: television programs R watches regularly - 20th
1494,V166079,RANDOM: television programs R watches regularly - 21st
1495,V166080,RANDOM: television programs R watches regularly - 22nd
1496,V166081,RANDOM: television programs R watches regularly - 23rd
1497,V166082,RANDOM: television programs R watches regularly - 24th
1498,V166083,RANDOM: television programs R watches regularly - 25th
1499,V166084,RANDOM: television programs R watches regularly - 26th
1500,V166085,RANDOM: television programs R watches regularly - 27th
1501,V166086,RANDOM: television programs R watches regularly - 28th
1502,V166087,RANDOM: television programs R watches regularly - 29th
1503,V166088,RANDOM: television programs R watches regularly - 30th
1504,V166089,RANDOM: television programs R watches regularly - 31st
1505,V166090,RANDOM: television programs R watches regularly - 32nd
1506,V166091,RANDOM: television programs R watches regularly - 33rd
1507,V166092,RANDOM: television programs R watches regularly - 34th
1508,V166093,RANDOM: television programs R watches regularly - 35th
1509,V166094,RANDOM: television programs R watches regularly - 36th
1510,V166095,RANDOM: television programs R watches regularly - 37th
1511,V166096,RANDOM: television programs R watches regularly - 38th
1512,V166097,RANDOM: television programs R watches regularly - 39th
1513,V166098,RANDOM: television programs R watches regularly - 40th
1514,V166099,RANDOM: television programs R watches regularly - 41st
1515,V166100,RANDOM: television programs R watches regularly - 42nd
1516,V166101,RANDOM: television programs R watches regularly - 43rd
1517,V166102,RANDOM: television programs R watches regularly - 44th
1518,V166103,RANDOM: television programs R watches regularly - 45th
1519,V166104,RANDOM: television programs R watches regularly - 46th
1520,V166105,RANDOM: television programs R watches regularly - 47th
1521,V166106,RANDOM: television programs R watches regularly - 48th
1522,V166107,RANDOM: television programs (Spanish) R watches regularly - 49th
1523,V166108,RANDOM: television programs (Spanish) R watches regularly - 50th
1524,V166109,RANDOM: television programs (Spanish) R watches regularly - 51st
1525,V166110,RANDOM: television programs (Spanish) R watches regularly - 52nd
1526,V166111,RANDOM: television programs (Spanish) R watches regularly - 53rd
1527,V166112,RANDOM: television programs (Spanish) R watches regularly - 54th
1528,V166113,RANDOM: television programs (Spanish) R watches regularly - 55th
1529,V166114,RANDOM: television programs (Spanish) R watches regularly - 56th
1530,V166115,RANDOM: television programs (Spanish) R watches regularly - 57th
1531,V166116,RANDOM: television programs (Spanish) R watches regularly - 58th
1532,V166117,RANDOM: television programs (Spanish) R watches regularly - 59th
1533,V166118,RANDOM: television programs (Spanish) R watches regularly - 60th
1534,V166119,RANDOM: television programs (Spanish) R watches regularly - 61st
1535,V166120,RANDOM: television programs (Spanish) R watches regularly - 62nd
1536,V166121,RANDOM: television programs (Spanish) R watches regularly - 63rd
1537,V166122,RANDOM: television programs (Spanish) R watches regularly - 64th
1538,V166123,RANDOM: radio programs R listens to regularly (RADPROGS) - 1st
1539,V166124,RANDOM: radio programs R listens to regularly (RADPROGS) - 2nd
1540,V166125,RANDOM: radio programs R listens to regularly (RADPROGS) - 3rd
1541,V166126,RANDOM: radio programs R listens to regularly (RADPROGS) - 4th
1542,V166127,RANDOM: radio programs R listens to regularly (RADPROGS) - 5th
1543,V166128,RANDOM: radio programs R listens to regularly (RADPROGS) - 6th
1544,V166129,RANDOM: radio programs R listens to regularly (RADPROGS) - 7th
1545,V166130,RANDOM: radio programs R listens to regularly (RADPROGS) - 8th
1546,V166131,RANDOM: radio programs R listens to regularly (RADPROGS) - 9th
1547,V166132,RANDOM: radio programs R listens to regularly (RADPROGS) - 10th
1548,V166133,RANDOM: radio programs R listens to regularly (RADPROGS) - 11th
1549,V166134,RANDOM: radio programs R listens to regularly (RADPROGS) - 12th
1550,V166135,RANDOM: radio programs R listens to regularly (RADPROGS) - 13th
1551,V166136,RANDOM: radio programs R listens to regularly (RADPROGS) - 14th
1552,V166137,RANDOM: radio programs R listens to regularly (RADPROGS) - 15th
1553,V166138,RANDOM: web sites R visits regularly (MEDSRC_WEBSITES) - 1st
1554,V166139,RANDOM: web sites R visits regularly (MEDSRC_WEBSITES) - 2nd
1555,V166140,RANDOM: web sites R visits regularly (MEDSRC_WEBSITES) - 3rd
1556,V166141,RANDOM: web sites R visits regularly (MEDSRC_WEBSITES) - 4th
1557,V166142,RANDOM: web sites R visits regularly (MEDSRC_WEBSITES) - 5th
1558,V166143,RANDOM: web sites R visits regularly (MEDSRC_WEBSITES) - 6th
1559,V166144,RANDOM: web sites R visits regularly (MEDSRC_WEBSITES) - 7th
1560,V166145,RANDOM: web sites R visits regularly (MEDSRC_WEBSITES) - 8th
1561,V166146,RANDOM: web sites R visits regularly (MEDSRC_WEBSITES) - 9th
1562,V166147,RANDOM: web sites R visits regularly (MEDSRC_WEBSITES) - 10th
1563,V166148,RANDOM: web sites R visits regularly (MEDSRC_WEBSITES) - 11th
1564,V166149,RANDOM: web sites R visits regularly (MEDSRC_WEBSITES) - 12th
1565,V166150,RANDOM: web sites R visits regularly (MEDSRC_WEBSITES) - 13th
1566,V166151,RANDOM: web sites R visits regularly (MEDSRC_WEBSITES) - 14th
1567,V166152,RANDOM: web sites R visits regularly (MEDSRC_WEBSITES) - 15th
1568,V166153,RANDOM: print/online newspapers R reads regularly - 1st
1569,V166154,RANDOM: print/online newspapers R reads regularly - 2nd
1570,V166155,RANDOM: print/online newspapers R reads regularly - 3rd
1571,V166156,RANDOM: print/online newspapers R reads regularly - 4th
1572,V166157,RANDOM: print/online newspapers R reads regularly - 5th
1573,V166158,RANDOM: print/online newspapers R reads regularly - 6th
1574,V166159,RANDOM: print/online newspapers R reads regularly - 7th
1575,V166160,RANDOM: print/online newspapers R reads regularly - 8th
1576,V166161,RANDOM: print/online newspapers R reads regularly - 9th
1577,V166162,RANDOM: print/online newspapers R reads regularly - 10th
1578,V166163,RANDOM: print/online newspapers R reads regularly - 11th
1579,V166164,RANDOM: print/online newspapers R reads regularly - 12th
1580,V166165,RANDOM: print/online newspapers R reads regularly - 13th
1581,V166166,RANDOM: print/online newspapers R reads regularly - 14th
1582,V166167,RANDOM: print/online newspapers R reads regularly - 15th
1583,V166168,RANDOM: print/online newspapers R reads regularly - 16th
1584,V166169,RANDOM: Order of post Presidential candidates thermometers (THERMPO)
1585,V166170,RANDOM: Order of post political figure thermometers (THERMPO) - 1st
1586,V166171,RANDOM: Order of post political figure thermometers (THERMPO) - 2nd
1587,V166172,RANDOM: Order of post political figure thermometers (THERMPO) - 3rd
1588,V166173,RANDOM: Order of post political figure thermometers (THERMPO) - 4th
1589,V166174,RANDOM: Order of post political figure thermometers (THERMPO) - 5th
1590,V166175,RANDOM: Order of post political figure thermometers (THERMPO) - 6th
1591,V166176,RANDOM: Order of post political figure thermometers (THERMPO) - 7th
1592,V166177,RANDOM: Order of post political figure thermometers (THERMPO) - 8th
1593,V166178,RANDOM: Order of post political figure thermometers (THERMPO) - 9th
1594,V166179,RANDOM: Order of post political figure thermometers (THERMPO) - 10th
1595,V166180,RANDOM: Order of post political figure thermometers (THERMPO) - 11th
1596,V166181,RANDOM: Order of post political figure thermometers (THERMPO) - 12th
1597,V166182,RANDOM: Order of post political figure thermometers (THERMPO) - 13th
1598,V166183,RANDOM: Order of post political figure thermometers (THERMPO) - 14th
1599,V166184,RANDOM: Order of post political figure thermometers (THERMPO) - 15th
1600,V166185,RANDOM: Order of post group thermometers (THERMGR) - 1st
1601,V166186,RANDOM: Order of post group thermometers (THERMGR) - 2nd
1602,V166187,RANDOM: Order of post group thermometers (THERMGR) - 3rd
1603,V166188,RANDOM: Order of post group thermometers (THERMGR) - 4th
1604,V166189,RANDOM: Order of post group thermometers (THERMGR) - 5th
1605,V166190,RANDOM: Order of post group thermometers (THERMGR) - 6th
1606,V166191,RANDOM: Order of post group thermometers (THERMGR) - 7th
1607,V166192,RANDOM: Order of post group thermometers (THERMGR) - 8th
1608,V166193,RANDOM: Order of post group thermometers (THERMGR) - 9th
1609,V166194,RANDOM: Order of post group thermometers (THERMGR) - 10th
1610,V166195,RANDOM: Order of post group thermometers (THERMGR) - 11th
1611,V166196,RANDOM: Order of post group thermometers (THERMGR) - 12th
1612,V166197,RANDOM: Order of post group thermometers (THERMGR) - 13th
1613,V166198,RANDOM: Order of post group thermometers (THERMGR) - 14th
1614,V166199,RANDOM: Order of post group thermometers (THERMGR) - 15th
1615,V166200,RANDOM: Order of post group thermometers (THERMGR) - 16th
1616,V166201,RANDOM: Order of post group thermometers (THERMGR) - 17th
1617,V166202,RANDOM: Order of post group thermometers (THERMGR) - 18th
1618,V166203,RANDOM: Order of post group thermometers (THERMGR) - 19th
1619,V166204,RANDOM: Order of party to deal w/most important problem (MIP)
1620,V166205,RANDOM: Order of HLTHLAW_AMCOST and HLTHLAW_RCOST
1621,V166206,RANDOM: Revised or standard version of IMPORTLIM
1622,V166207,RANDOM: Order of Israel-Palestinian support questions (ISRSUPP)
1623,V166208,RANDOM: Order of Presidential candidates for liberal/conservative scale (LIBCPO)
1624,V166209,RANDOM: Order of Presidential candidates for abortion scale (APORTPO)
1625,V166210,RANDOM: Order of post CASI group thermometers (THCASI) - 1st
1626,V166211,RANDOM: Order of post CASI group thermometers (THCASI) - 2nd
1627,V166212,RANDOM: Order of post CASI group thermometers (THCASI) - 3rd
1628,V166213,RANDOM: Order of post CASI group thermometers (THCASI) - 4th
1629,V166214,RANDOM: Order of post CASI group thermometers (THCASI) - 5th
1630,V166215,RANDOM: Order of stereotype groups after Whites (STYPEPO_HWK) - 1st
1631,V166216,RANDOM: Order of stereotype groups after Whites (STYPEPO_HWK) - 2nd
1632,V166217,RANDOM: Order of stereotype groups after Whites (STYPEPO_HWK) - 3rd
1633,V166218,RANDOM: Order of stereotype groups after Whites (STYPEPO_VIOL) - 1st
1634,V166219,RANDOM: Order of stereotype groups after Whites (STYPEPO_VIOL) - 2nd
1635,V166220,RANDOM: Order of stereotype groups after Whites (STYPEPO_VIOL) - 3rd
1636,V166221,RANDOM: Order of stereotype groups after Whites (STYPEPO_VIOL) - 4th
1637,V166222,RANDOM: Order of stereotype groups after Whites (STYPEPO_VIOL) - 5th
1638,V166223,RANDOM: Order of stereotype groups (STYPEPO_PATRIOT)
1639,V166224,RANDOM: Order of discrimination social groups (DISCRIM) - 1st
1640,V166225,RANDOM: Order of discrimination social groups (DISCRIM) - 2nd
1641,V166226,RANDOM: Order of discrimination social groups (DISCRIM) - 3rd
1642,V166227,RANDOM: Order of discrimination social groups (DISCRIM) - 4th
1643,V166228,RANDOM: Order of discrimination social groups (DISCRIM) - 5th
1644,V166229,RANDOM: Order of discrimination social groups (DISCRIM) - 6th
1645,V166230,RANDOM: Order of discrimination social groups (DISCRIM) - 7th
1646,V166231,RANDOM: Order of discrimination social groups (DISCRIM) - 8th
1647,V167500,RANDOM: Order of discrimination social groups (DISCRIM) - 9th
1648,V167501,RANDOM: Order of discrimination social groups (DISCRIM) - 10th
1649,V167502,FTF ONLY: Dwelling Unit (DU) completed
1650,V167503,FTF ONLY: DU1. Number of campaign or political signs visible in the structure's window(s)
1651,V167504,FTF ONLY: RESTRICTED: DU2. Describe sign(s)
1652,V167505,FTF ONLY: DU3. Enter number of campaign or political signs visible outside of the structure
1653,V167506,FTF ONLY: RESTRICTED: DU4. Describe sign(s)
1654,V167507,FTF ONLY: DU5. Do any of the signs support Hillary Clinton
1655,V167508,FTF ONLY: DU6. Do any of the signs support Donald Trump
1656,V167509,FTF ONLY: DU7. Religious items/symbols visible on/around the structure (1st)
1657,V167510,FTF ONLY: DU7. Religious items/symbols visible on/around the structure (2nd)
1658,V167511,FTF ONLY: DU7. Religious items/symbols visible on/around the structure (3rd)
1659,V167512,FTF ONLY: DU7. Religious items/symbols visible on/around the structure (4th)
1660,V167513,FTF ONLY: DU7. Religious items/symbols visible on/around the structure (5th)
1661,V167514,FTF ONLY: DU7. Religious items/symbols visible on/around the structure (6th)
1662,V167515,FTF ONLY: DU8A. What security signs are present? (1st)
1663,V167516,FTF ONLY: DU8A. What security signs are present? (2nd)
1664,V167517,FTF ONLY: DU8A. What security signs are present? (3rd)
1665,V167518,FTF ONLY: DU8A. What security signs are present? (4th)
1666,V167519,FTF ONLY: DU8A. What security signs are present? (5th)
1667,V167520,FTF ONLY: DU8A. What security signs are present? (6th)
1668,V167521,FTF ONLY: DU8B. What security people or animals are present? (1st)
1669,V167522,FTF ONLY: DU8B. What security people or animals are present? (2nd)
1670,V167523,FTF ONLY: DU8B. What security people or animals are present? (3rd)
1671,V167524,FTF ONLY: DU8B. What security people or animals are present? (4th)
1672,V167525,FTF ONLY: DU8B. What security people or animals are present? (5th)
1673,V167526,FTF ONLY: DU8C. What security technology is present? (1st)
1705,V167558,FTF ONLY: DU8C. What security technology is present? (2nd)
1706,V168000,FTF ONLY: DU8C. What security technology is present? (3rd)
1707,V168001,FTF ONLY: DU8C. What security technology is present? (4th)
1708,V168002,FTF ONLY: DU8C. What security technology is present? (5th)
1709,V168003,FTF ONLY: DU8C. What security technology is present? (6th)
1710,V168004,FTF ONLY: DU9. What type of structure is this?
1711,V168005,FTF ONLY: RESTRICTED: DU9_OS. Other {SPECIFY}
1712,V168006,FTF ONLY: DU10. What is the size of the structure?
1713,V168007,FTF ONLY: DU11. Is this structure...
1714,V168008,FTF ONLY: DU12. Is this block...
1715,V168009,FTF ONLY: DU13. Is this block...
1716,V168010,FTF ONLY: RESTRICTED: DU13_OS. Other {SPECIFY}
1717,V168011,FTF ONLY: DU14. Any of the following conditions of the building present? (1st)
1718,V168012,FTF ONLY: DU14. Any of the following conditions of the building present? (2nd)
1674,V167527,FTF ONLY: DU14. Any of the following conditions of the building present? (3rd)
1675,V167528,FTF ONLY: DU14. Any of the following conditions of the building present? (4th)
1676,V167529,FTF ONLY: DU14. Any of the following conditions of the building present? (5th)
1677,V167530,FTF ONLY: DU14. Any of the following conditions of the building present? (6th)
1678,V167531,FTF ONLY: DU14. Any of the following conditions of the building present? (7th)
1679,V167532,FTF ONLY: DU14. Any of the following conditions of the building present? (8th)
1680,V167533,FTF ONLY: DU14. Any of the following conditions of the building present? (9th)
1681,V167534,FTF ONLY: DU14. Any of the following conditions of the building present? (10th)
1682,V167535,FTF ONLY: DU14. Any of the following conditions of the building present? (11th)
1683,V167536,FTF ONLY: DU14. Any of the following conditions of the building present? (12th)
1684,V167537,FTF ONLY: DU15. Which are present within sight of housing unit? (1st)
1685,V167538,FTF ONLY: DU15. Which are present within sight of housing unit? (2nd)
1686,V167539,FTF ONLY: DU15. Which are present within sight of housing unit? (3rd)
1687,V167540,FTF ONLY: DU15. Which are present within sight of housing unit? (4th)
1688,V167541,FTF ONLY: DU15. Which are present within sight of housing unit? (5th)
1689,V167542,FTF ONLY: DU15. Which are present within sight of housing unit? (6th)
1690,V167543,FTF ONLY: DU15. Which are present within sight of housing unit? (7th)
1691,V167544,FTF ONLY: DU15. Which are present within sight of housing unit? (8th)
1692,V167545,FTF ONLY: DU15. Which are present within sight of housing unit? (9th)
1693,V167546,"FTF ONLY: DU16. Relative to the other buildings on the road, is the physical condition of the building better, worse or the same?"
1694,V167547,FTF ONLY: Pre IWR Obs- IWR obs module completed (after Pre-election IW)
1695,V167548,FTF ONLY: Pre IWR OBS- Skin tone category of respondent
1696,V167549,FTF ONLY: Pre IWR Obs- No. signs in window
1697,V167550,FTF ONLY: RESTRICTED: Pre IWR Obs- Describe signs in window
1698,V167551,FTF ONLY: Pre IWR Obs- No. signs outside/in front
1699,V167552,FTF ONLY: RESTRICTED: Pre IWR Obs- Describe signs in front
1700,V167553,FTF ONLY: Pre IWR Obs- Any sign for Dem Pres cand
1701,V167554,FTF ONLY: Pre IWR Obs- Any sign for Rep Pres cand
1702,V167555,FTF ONLY: Pre IWR Obs- Others present during IW 1
1703,V167556,FTF ONLY: Pre IWR Obs- Others present during IW 2
1704,V167557,FTF ONLY: Pre IWR Obs- Others present during IW 3
1719,V168013,FTF ONLY: Pre IWR Obs- Others present during IW 4
1720,V168014,FTF ONLY: Pre IWR Obs- Others present during IW 5
1721,V168015,FTF ONLY: Pre IWR Obs- Others present during IW 6
1722,V168016,FTF ONLY: Pre IWR Obs- Others present during IW 7
1723,V168017,FTF ONLY: Pre IWR Obs- R cooperation
1724,V168018,FTF ONLY: Pre IWR Obs- R level of information
1725,V168019,FTF ONLY: Pre IWR Obs- R apparent intelligence
1726,V168020,FTF ONLY: Pre IWR Obs- R suspicious
1727,V168021,FTF ONLY: Pre IWR Obs- R interest in IW
1728,V168022,FTF ONLY: Pre IWR Obs- R sincerity
1729,V168023,FTF ONLY: Pre IWR Obs- Places where sincerity doubted
1730,V168024,FTF ONLY: RESTRICTED: Pre IWR Obs- Where sincerity doubted
1731,V168025,FTF ONLY: Pre IWR Obs- Estimate family income
1732,V168026,FTF ONLY: Pre IWR Obs- Estimate R education level
1733,V168027,FTF ONLY: RESTRICTED: Pre IWR Obs- Specify other: R education level
1734,V168028,FTF ONLY: Pre IWR Obs- R reaction to IW 1
1735,V168029,FTF ONLY: Pre IWR Obs- R reaction to IW 2
1736,V168030,FTF ONLY: Pre IWR Obs- R reaction to IW 3
1737,V168031,FTF ONLY: Pre IWR Obs- R reaction to IW 4
1738,V168032,FTF ONLY: Pre IWR Obs- R reaction to IW 5
1739,V168033,FTF ONLY: Pre IWR Obs- R reaction to IW 6
1740,V168034,FTF ONLY: Pre IWR Obs- R reaction to IW 7
1741,V168035,FTF ONLY: Pre IWR Obs- R reaction to IW 8
1742,V168036,FTF ONLY: Pre IWR Obs- R reaction to IW 9
1743,V168037,FTF ONLY: Pre IWR Obs- R reaction to IW 10
1744,V168038,FTF ONLY: Pre IWR Obs- R reaction to IW 11
1745,V168039,FTF ONLY: Pre IWR Obs- R reaction to IW 12
1746,V168040,FTF ONLY: Pre IWR Obs- R reaction to IW 13
1747,V168100,FTF ONLY: Pre IWR Obs- R reaction to IW 14
1748,V168101,FTF ONLY: Pre IWR Obs- Did IWR enter any CASI answers
1749,V168102,FTF ONLY: Post IWR Obs- IWR obs module completed (after Post-election IW)
1750,V168103,FTF ONLY: Post IWR Obs- Skin tone category of respondent
1751,V168104,FTF ONLY: Post IWR Obs- Others present during IW 1
1752,V168105,FTF ONLY: Post IWR Obs- Others present during IW 2
1753,V168106,FTF ONLY: Post IWR Obs- Others present during IW 3
1754,V168107,FTF ONLY: Post IWR Obs- Others present during IW 4
1755,V168108,FTF ONLY: Post IWR Obs- Others present during IW 5
1756,V168109,FTF ONLY: Post IWR Obs- Others present during IW 6
1757,V168110,FTF ONLY: Post IWR Obs- Others present during IW 7
1758,V168111,FTF ONLY: Pre IWR Obs- R gender
1759,V168112,FTF ONLY: Pre IWR Obs- Estimate R age
1760,V168113,FTF ONLY: Post IWR Obs- R cooperation
1761,V168114,FTF ONLY: Post IWR Obs- R level of information
1762,V168115,FTF ONLY: Post IWR Obs- R apparent intelligence
1763,V168116,FTF ONLY: Post IWR Obs- R suspicious
1764,V168117,FTF ONLY: Post IWR Obs- R interest in IW
1765,V168118,FTF ONLY: Post IWR Obs- R sincerity
1766,V168119,FTF ONLY: Post IWR Obs- Places where sincerity doubted
1767,V168120,FTF ONLY: RESTRICTED: POST IWR Obs- Where sincerity doubted
1768,V168121,FTF ONLY: Post IWR Obs- R reaction to IW 1
1769,V168122,FTF ONLY: Post IWR Obs- R reaction to IW 2
1770,V168123,FTF ONLY: Post IWR Obs- R reaction to IW 3
1771,V168124,FTF ONLY: Post IWR Obs- R reaction to IW 4
1772,V168125,FTF ONLY: Post IWR Obs- R reaction to IW 5
1773,V168126,FTF ONLY: Post IWR Obs- R reaction to IW 6
1774,V168127,FTF ONLY: Post IWR Obs- R reaction to IW 7
1775,V168128,FTF ONLY: Post IWR Obs- R reaction to IW 8
1776,V168129,FTF ONLY: Post IWR Obs- R reaction to IW 9
1777,V168130,FTF ONLY: Post IWR Obs- R reaction to IW 10
1778,V168131,FTF ONLY: Post IWR Obs- R reaction to IW 11
1779,V168132,FTF ONLY: Post IWR Obs- R reaction to IW 12
1780,V168250,FTF ONLY: Post IWR Obs- R reaction to IW 13
1781,V168251,FTF ONLY: Post IWR Obs- Did IWR enter any CASI responses
1782,V168252,PRE IWR DESCR: FTF ONLY: IWR agree to description module
1783,V168253,PRE IWR DESCR: FTF ONLY: pre-election survey IWR id
1784,V168254,PRE IWR DESCR: FTF ONLY: skintone
1785,V168255,PRE IWR DESCR: FTF ONLY: RESTRICTED: age
1786,V168256,PRE IWR DESCR: FTF ONLY: age group
1787,V168257,PRE IWR DESCR: FTF ONLY: RESTRICTED: education
1788,V168258,PRE IWR DESCR: FTF ONLY: education group
1789,V168259,PRE IWR DESCR: FTF ONLY: gender
1790,V168260,PRE IWR DESCR: FTF ONLY: Spanish spoken
1791,V168261,PRE IWR DESCR: FTF ONLY: RESTRICTED: experience with current firm
1792,V168262,PRE IWR DESCR: FTF ONLY: experience with current firm (grouped)
1793,V168263,PRE IWR DESCR: FTF ONLY: Hispanic
1794,V168264,PRE IWR DESCR: FTF ONLY: White
1795,V168265,PRE IWR DESCR: FTF ONLY: Black
1796,V168266,PRE IWR DESCR: FTF ONLY: RESTRICTED: Native American
1797,V168300,PRE IWR DESCR: FTF ONLY: RESTRICTED: Asian
1798,V168301,PRE IWR DESCR: FTF ONLY: RESTRICTED: two or more racial groups
1799,V168302,POST IWR DESCR: FTF ONLY: IWR agree to description module
1800,V168303,POST IWR DESCR: FTF ONLY: post-election survey IWR id
