var_name,summary,question,valid_labels,missing_labels
V083185a,Xx1a. SUMMARY: R denomination,"SUMMARY:
R DENOMINATION","01. General Protestant
02. Adventist
03. Episcopalian, Anglican
04. Baptist
05. Congregational
06. European Free Church (Anabaptists)
07. Holiness
08. Church of God NA which; NA Holiness or Pentecostal
09. Independent fundamentalist
10. Lutheran
11. Methodist
12. Pentecostal
13. Presbyterian
14. Reformed
15. Restorationist
16. Non-traditional Protestants
17. Both Protestant and Roman Catholic
18. Roman Catholic
19. Eastern Orthodox
20. Messianic Judaism (incl. Jews for Jesus)
21. Jewish
22. Muslim; Islam
23. Buddhist
24. Hintu
25. Other non-Christian/non-Jewish religions
26. Mix of major religious: more than
30. Other, not codeable elsewhere
41. Agnostics (volunteered in X4)
42. Atheists (volunteered in X4)
50. No religious identification; none (5 in X3)","-4. NA (blank)
-8. Don't know
-9. Refused
-1. INAP, -8,-9 in X3"
V083185b,Xx1b. SUMMARY: R major religion group,"SUMMARY:
R MAJOR RELIGION GROUP","0. No religious identification; none (5 in X3)
1. Christian, Protestant
2. Christian, Catholic
3. Christian, Orthodox
4. Jewish
7. Other
8. Atheist or Agnostic (volunteered in X4)","-4. NA (blank)
-8. Don't know
-9. Refused
-1. INAP, -8,-9 in X3"
V083186,X1. Ever attend church/religious services,"Lots of things come up that keep people from attending
religious services even if they want to.  Thinking about your
life these days, do you ever attend religious services, apart
from occasional weddings, baptisms or funerals?","1. Yes
5. No","-8. Don't know
-9. Refused"
V083186a,X1a. Attend religious services how often,"Do you go to religious services EVERY WEEK, ALMOST EVERY WEEK,
ONCE OR TWICE A MONTH, A FEW TIMES A YEAR, or NEVER?","1. Every week
2. Almost every week
3. Once or twice a month
4. A few times a year
5. Never","-1. INAP,
-8. Don't know
-9. Refused"
V083186b,X1a1. Attend church more often than once a week,"Would you say you go to religious services ONCE A WEEK or
MORE OFTEN than once a week?","1. Once a week
2. More often than once a week","-1. INAP,
-8. Don't know
-9. Refused"
V083187,X3. Ever think of self as part of church or denomination,"Regardless of whether you now attend any religious services do
you ever think of yourself as part of a particular church or
denomination?","1. Yes
5. No","-1. INAP,
-8. Don't know
-9. Refused"
V083188a,X3a. (Attends church) R major religious group,"Do you mostly attend a place of worship that is PROTESTANT, ROMAN
CATHOLIC, JEWISH, or SOMETHING ELSE?","1. Protestant
2. Catholic
3. Jewish
7. Other","-1. INAP,
-8. Don't know
-9. Refused"
V083188b,X3b. (Nonattendance) R major religious group,"Do you consider yourself PROTESTANT, ROMAN CATHOLIC, JEWISH, or
SOMETHING ELSE?","1. Protestant
2. Catholic
3. Jewish
7. Other","-1. INAP,
-8. Don't know
-9. Refused"
V083188x,X3x. SUMMARY: X3a/X3b initial mention major religious group,"SUMMARY:
INITIAL MENTION MAJOR RELIGIOUS GROUP","1. Protestant
2. Catholic
3. Jewish
7. Other","-1. INAP,
-8. Don't know
-9. Refused"
V083189,X4. Major relig denomination,What church or denomination is that?,"01. Baptist
02. Episcopalian/Anglican/Church of England
03. Lutheran
04. Methodist
05. Just Protestant
06. Presbyterian
07. Reformed
08. Brethren
09. Evangelical United Brethren
10. Christian or just Christian
11. Christian Scientist
12. Church (or Churches) of Christ
13. United Church of Christ
14. Disciples of Christ
15. Church of God
16. Assembly of God
17. Congregationalist
18. Holiness
19. Pentecostal
20. Friends, Quaker
21. Orthodox (SPECIFY)
22. Non-denominational - Protestant
23. Mormons
24. Jehovah's Witnesses
25. Latter Day Saints
26. Unitarian/Universalist
27. Buddhist
28. Hindu
29. Muslim/Islam
30. Native American
80. Other (SPECIFY)","-1. INAP,
-8. Don't know
-9. Refused"
V083190,X4a. Specific Baptist denomination,"With which Baptist group is your church associated?
Is it the Southern Baptist Convention, the American Baptist
Churches in the U.S.A., the American Baptist Association,
the National Baptist Convention, an independent Baptist
church, or some other Baptist group?","1. Southern Baptist Convention
2. American Baptist Churches in USA
3. American Baptist Association
4. National Baptist Convention
5. Independent Baptist
7. Other (SPECIFY)","-1. INAP,
-8. Don't know
-9. Refused"
V083190a,X4a1. Specific indep. Baptist denomination,"Are you affiliated with any larger Baptist group or is this
strictly a local church?","1. Larger Baptist group (SPECIFY)
2. Local","-1. INAP,
-8. Don't know
-9. Refused"
V083191,X4b. Specific Lutheran denomination,"Is this church part of the Evangelical Lutheran Church in America,
the Missouri Synod, or some other Lutheran group?","1. Evangelical Lutheran Church
2. Missouri Synod
7. Other (SPECIFY)","-1. INAP,
-8. Don't know
-9. Refused"
V083192,X4c. Specific Methodist denomination,"Is your church part of the United Methodist Church, African
Methodist Episcopal Church, African Methodist Episcopal Zion
Church, or some other Methodist group?","1. United Methodist Church
2. African Methodist Episcopal
3. African Methodist Episcopal Zion
7. Other (SPECIFY)","-1. INAP,
-8. Don't know
-9. Refused"
V083193,X4d. Specific Presbyterian denomination,"Is this the Presbyterian Church in the U.S.A. or some other
Presbyterian group?","1. Presbyterian Church USA (formerly United Presbyterian Church)
7. Other (SPECIFY)","-1. INAP,
-8. Don't know
-9. Refused"
V083194,X4e. Specific Reformed denomination,"Is this the Christian Reformed Church, the Reformed Church in
America or some other Reformed group?","1. Christian Reformed Church
2. The Reformed Church in America
7. Other (SPECIFY)","-1. INAP,
-8. Don't know
-9. Refused"
V083195,X4f. Specific Brethren denomination,"Is this the church of the Brethren, the Plymouth Brethren,
or what?","1. Church of the Brethren
2. The Plymouth Brethren
7. Other (SPECIFY)","-1. INAP,
-8. Don't know
-9. Refused"
V083196,X4g. Specific Disciples denomination,"When you say ""Christian"" does that mean the denomination
called the ""Christian Church Disciples of Christ,"" or
some other Christian denomination, or do you mean to say
""I am just a Christian""?","1. Disciples of Christ
2. I am just a Christian
7. Other (SPECIFY)","-1. INAP,
-8. Don't know
-9. Refused"
V083197,X4h. Specific Church of Christ denomination,Is this the Church of Christ or the United Church of Christ?,"1. Church of Christ
2. United Church of Christ","-1. INAP,
-8. Don't know
-9. Refused"
V083198,X4j. Specific Church of God denomination,"Is this the Church of God of Anderson, Indiana; the Church of
God of Cleveland, Tennessee; the Church of God in Christ; or
some other Church of God?","1. Anderson, Indiana
2. Cleveland, Tennessee
3. Church of God in Christ
7. Other (SPECIFY)","-1. INAP,
-8. Don't know
-9. Refused"
V083199,X4k. Specific Holiness/Pentacostal denomination,"What kind of church is that?  What is it called exactly?
Is that part of a larger church or denomination? What is
the church called?",,"-3. Missing, restricted access (confidential)"
V083200,X5a. Specific other denomination,What is it called exactly?  Is that church part of a denomination?,,"-3. Missing, restricted access (confidential)"
V083201,X5b. Specific other denomination Christian,Is that group Christian?,"1. Yes
5. No","-1. INAP,
-4. NA
-8. Don't know
-9. Refused"
V083202a,X6a. (Attends) Specific Jewish denomination,"Do you usually attend a synagogue or temple that is ORTHODOX,
CONSERVATIVE, REFORM or what?","1. Orthodox
2. Conservative
3. Reform
7. Other (SPECIFY)","-1. INAP,
-8. Don't know
-9. Refused"
V083202b,X6b. (Nonattendance) Specific Jewish denomination,"Do you consider yourself ORTHODOX, CONSERVATIVE, REFORM or what?","1. Orthodox
2. Conservative
3. Reform
7. Other (SPECIFY)","-1. INAP,
-8. Don't know
-9. Refused"
V083202x,X6bx. SUMMARY: X6a/X6b Specific Jewish denomination,"SUMMARY:
SPECIFIC JEWISH DENOMINATION","1. Orthodox
2. Conservative
3. Reform
7. Other (SPECIFY)","-1. INAP,
-8. Don't know
-9. Refused"
V083203,X7. R consider self born again,"Would you call yourself a born-again Christian, that is,
have you personally had a conversion experience related to
Jesus Christ?","1. Yes
5. No","-1. INAP,
-8. Don't know
-9. Refused"
V083204,X8. R belief in transsubstantiation,"Do you believe that when people take Holy Communion, the
bread and wine become the body and blood of Jesus Christ, or
do you believe that does not happen?","1. Yes, does happen
5. No, does not happen","-1. INAP,
-8. Don't know
-9. Refused"
V083205,X8a. Importance of belief in transsubstantiation [NEW],"How important is this belief to you personally?  NOT IMPORTANT
AT ALL, SLIGHTLY IMPORTANT, MODERATELY IMPORTANT, VERY
IMPORTANT, or EXTREMELY IMPORTANT?","1. Not important at all
2. Slightly important
3. Moderately important
4. Very important
5. Extremely important","-1. INAP,
-8. Don't know
-9. Refused"
V083206,X9. R tried to be good Christian,"Have there been times in your life when you tried to be a good
Christian, or is that not something you have tried to do?","1. Yes, have been times
5. No, not tried to do","-1. INAP,
-8. Don't know
-9. Refused"
V083206a,X9a. In what way R tried to be good Christian,"When you have tried to be a good Christian, which did you
try to do more: avoid doing sinful things yourself, or help
other people?","1. Avoid sin
2. Help others","-1. INAP,
-8. Don't know
-9. Refused"
V083207a,X10a. Stereotype: whites hardworking,"In the first statement, a score of '1' means that you think almost
all of the people in that group tend to be ""hard-working."" A score
of '7' means that you think most people in the group are ""lazy.""
A score of '4' means that you think that most people in the group
are not closer to one end or the other, and of course, you may
choose any number in between.
Where would you rate WHITES in general on this scale?","1. Hard-working
7. Lazy","-8. Don't know
-9. Refused"
V083207b,X10b. Stereotype: blacks hardworking,"Still looking at page 18 of the booklet.
Where would you rate BLACKS on this scale?","1. Hard-working
7. Lazy","-8. Don't know
-9. Refused"
V083207c,X10c. Stereotype: Hispanic-Americans hardworking,"Still looking at page 18 of the booklet.
Where would you rate HISPANIC-AMERICANS on this scale?","1. Hard-working
7. Lazy","-8. Don't know
-9. Refused"
V083207d,X10d. Stereotype: Asian-Americans hardworking,"Still looking at page 18 of the booklet.
Where would you rate ASIAN-AMERICANS on this scale?","1. Hard-working
7. Lazy","-8. Don't know
-9. Refused"
V083208a,X11a. Stereotype: whites intelligent,Where would you rate WHITES in general on this scale?,"1. Intelligent
7. Unintelligent","-8. Don't know
-9. Refused"
V083208b,X11b. Stereotype: blacks intelligent,"(Still looking at page 19 of the booklet.)
Where would you rate BLACKS on this scale?","1. Intelligent
7. Unintelligent","-8. Don't know
-9. Refused"
V083208c,X11c. Stereotype: Hispanic-Americans intelligent,"(Still looking at page 19 of the booklet.)
Where would you rate HISPANIC-AMERICANS on this scale?","1. Intelligent
7. Unintelligent","-8. Don't know
-9. Refused"
V083208d,X11d. Stereotype: Asian-Americans intelligent,"(Still looking at page 19 of the booklet.)
Where would you rate ASIAN-AMERICANS on this scale?","1. Intelligent
7. Unintelligent","-8. Don't know
-9. Refused"
V083209,X12. Sexual orientation of R,"Do you consider yourself to be heterosexual or straight,
homosexual or gay (or lesbian), or bisexual?","1. Heterosexual or straight
3. Homosexual or gay (or lesbian)
5. Bisexual","-8. Don't know
-9. Refused"
V083210,X12a. Sexual orientation of family and friends,"Among your immediate family members, relatives, neightbors,
co-workers, or close friends, are any of them gay, lesbian, or
bisexual as far as you know?","1. Yes
5. No","-8. Don't know
-9. Refused"
V083211,X13. Should laws protect homosexuals against job discrim,"Do you FAVOR or OPPOSE laws to protect homosexuals against job
discrimination?","1. Favor
5. Oppose","-8. Don't know
-9. Refused"
V083211a,X13a. How much fav/opp laws protect gays against job discrim,"Do you favor such laws STRONGLY or NOT STRONGLY? /
Do you oppose such laws STRONGLY or NOT STRONGLY?","1. Strongly
5. Not strongly","-1. INAP, -8,-9 in X13
-8. Don't know
-9. Refused"
V083211x,X13x. SUMMARY: fav/opp laws protect gays against job discrim,"SUMMARY:
FAVOR/OPPOSE LAWS TO PROTECT GAYS AGAINST JOB DISCRIMINATION","1. Favor strongly
2. Favor not strongly
4. Oppose not strongly
5. Oppose strongly","-8. Don't know
-9. Refused"
V083212,X14. Should homosexuals serve in U.S. armed forces,"Do you think homosexuals should be allowed to serve in the
United States Armed Forces or don't you think so?","1. Homosexuals should be allowed to serve
5. Homosexuals should not be allowed to serve","-8. Don't know
-9. Refused"
V083212a,X14a. Strength favor/opp allowing gays to serve in military,"Do you feel STRONGLY or NOT STRONGLY that homosexuals should
be allowed to serve? /
Do you feel STRONGLY or NOT STRONGLY that homosexuals should not
be allowed to serve?","1. Strongly
5. Not strongly","-1. INAP, -8,-9 in X14
-8. Don't know
-9. Refused"
V083212x,X14x. SUMMARY: favor/opp allowing gays to serve in military,"SUMMARY:
FAVOR/OPPOSE ALLOWING GAYS TO SERVE IN MILITARY","1. Feel strongly should be allowed to serve
2. Feel not strongly should be allowed to serve
4. Feel not strongly should not be allowed to serve
5. Feel strongly should not be allowed to serve","-8. Don't know
-9. Refused"
V083213,X15. Should homosexual couples be allowed to adopt,"Do you think gay or lesbian couples, in other words, homosexual
couples, should be legally permitted to adopt children?","1. Yes
5. No","-8. Don't know
-9. Refused"
V083214,X16. R position on gay marriage,"Should same-sex couples be ALLOWED to marry, or do you think
they should NOT BE ALLOWED to marry?","1. Should be allowed
3. Should not be allowed
5. Should not be allowed to marry but should be allowed to
7. Other {VOL} {SPECIFY}","-8. Don't know
-9. Refused"
V083215a,Y1a. Birthdate Year,"(What is the month, day and year of your birth?)",,"-8. Don't know
-9. Refused"
V083215b,Y1b. Birthdate Month,"What is the month, day and year of your birth?","1. January
2. February
3. March
4. April
5. May
6. June
7. July
8. August
9. September
10. October
11. November
12. December","-4. NA
-8. Don't know
-9. Refused"
V083215c,Y1c. RESTRICTED: Birthdate Day,"(What is the month, day and year of your birth?)",,"-3. Missing, restricted access (confidential)"
V083215x,Y1x. Age of Respondent,AGE OF RESPONDENT,,"-4. NA (age
-8. Don't know
-9. Refused"
V083216a,Y2a. [VERSION M] Marital status,"Are you married now and living with your (husband/wife) -- or
are you widowed, divorced, separated, or have you never married?","1. Married
2. Widowed
3. Divorced
4. Separated
5. Never married
6. Partnered, not married {VOL}","-1. INAP, R selected for VERSION N
-8. Don't know
-9. Refused"
V083216b,Y2b. [VERSION N] Marital status,"Are you married, divorced, separated, widowed, or have you never
been married?","1. Married
2. Divorced
3. Separated
4. Widowed
5. Never married
6. Partnered, not married {VOL}","-1. INAP, R selected for VERSION M
-8. Don't know
-9. Refused"
V083216x,Y2x. SUMMARY: Marital status,"SUMMARY:
MARITAL STATUS","1. Married
2. Divorced
3. Separated
4. Widowed
5. Never married
6. Partnered, not married {VOL}","-8. Don't know
-9. Refused"
V083217,Y3. Highest grade of school or year of college R completed,"What is the highest grade of school or year of college you
have completed?",,"-8. Don't know
-9. Refused"
V083218a,Y3a. Did R get high school diploma,"Did you get a high school diploma or pass a high school
equivalency test?","1. Yes
5. No","-1. INAP,
-8. Don't know
-9. Refused"
V083218b,Y3b. Highest degree R has earned,What is the highest degree that you have earned?,"1. Bachelor's degree
2. Master's degree
3. PhD, LIT, SCD, DFA, DLIT, DPH, DPHIL, JSC, SJD
4. LLB, JD
5. MD, DDS, DVM, MVSA, DSC, DO
6. JDC, STD, THD
7. Associate degree (AA)
0. No degree earned","-1. INAP,
-8. Don't know
-9. Refused"
V083218x,Y3x. SUMMARY: R educational attainment,"SUMMARY:
R EDUCATIONAL ATTAINMENT","0. DK/RF grades - no HS diploma [-8,-9 in Y3 and
5. Junior or community college level degrees (AA degrees) [7 in Y3b]
6. BA level degrees [6 in Y3b] or
7. Advanced degree (including LLB) [2-6 in Y3b]","-8. DK [-8 in Y3a; -8 in Y3 and -9,1 in Y3a; -8 in Y3b]
-9. RF [-9 in Y3a; -9 in Y3 and -8,1 in Y3a; -9 in Y3b]"
V083219,Y4. Spouse: highest grade or year of college,"What is the highest grade of school or year of college (your
husband/your wife/your partner) has completed?",,"-1. INAP,
-8. Don't know
-9. Refused"
V083220a,Y4a. Did spouse get high school diploma,"Did (he/she) get a high school diploma or pass a high school
equivalency test?","1. Yes
5. No","-1. INAP,
-8. Don't know
-9. Refused"
V083220b,Y4b. Highest degree spouse has earned,What is the highest degree that (he/she) has earned?,"1. Bachelor's degree
2. Master's degree
3. PhD, LIT, SCD, DFA, DLIT, DPH, DPHIL, JSC, SJD
4. LLB, JD
5. MD, DDS, DVM, MVSA, DSC, DO
6. JDC, STD, THD
7. Associate degree (AA)
0. No degree earned","-1. INAP,
-8. Don't know
-9. Refused"
V083220x,Y4x. SUMMARY: Spouse/partner educational attainment,"SUMMARY:
SPOUSE/PARTNER EDUCATIONAL ATTAINMENT","0. DK/RF grades - no HS diploma [-8,-9 in Y4 and
5. Junior or community college level degrees (AA degrees) [7 in Y4b]
6. BA level degrees [6 in Y4b] or
7. Advanced degree (including LLB) [2-6 in Y4b]","-1. INAP,
-8. DK [-8 in Y4a; -8 in Y4 and -9,1 in Y4a; -8 in Y4b]
-9. RF [-9 in Y4a; -9 in Y4 and -8,1 in Y4a; -9 in Y4b]"
V083221,Y5. Is R or has R ever been in the military,"Have you ever served or are you currently serving in the US
military, the National Guard, or military reserves?","1. Currently serving
2. Not currently serving but previously served
3. R has never served in the military","-8. Don't know
-9. Refused"
V083222,Y6. Initial employment status,"Please look at page 20 of the booklet.
We'd like to know if YOU are working now, temporarily laid off,
or are you unemployed, retired, permanently disabled, a homemaker,
a student, or what?","1. Working Now (initial status) --to Y16a
2. Temporarily Laid Off (initial status)  --to Y16a
4. Unemployed (initial status)  --to Y9
5. Retired (initial status)  --to Y8a
6. Permanently Disabled (initial status)  --to Y9
7. Homemaker (initial status)  --to Y7a
8. Student (initial status)  --to Y7a","-8. Don't know
-9. Refused"
V083222x,Y6x1. SUMMARY: R employment status 2-digit,"SUMMARY:
RESPONDENT EMPLOYMENT STATUS (2-DIGIT)","10. WORKING NOW only
15. WORKING NOW and retired, working >=20 hours/wk
16. WORKING NOW and perm. disabled, working >=20 hours/wk
17. WORKING NOW and homemaker, working >=20 hours/wk
18. WORKING NOW and student, working >=20 hours/wk
20. TEMPORARILY LAID OFF
40. UNEMPLOYED
50. RETIRED, no other occupation
51. RETIRED and working now, working <20 hours/wk
60. PERMANENTLY DISABLED, not working
61. PERM. DISABLED and working now, working <20 hours/wk
70. HOMEMAKER, no other occupation
71. HOMEMAKER and working now, working <20 hours/wk
75. HOMEMAKER and student, no other occupation
80. STUDENT, no other occupation
81. STUDENT and working now, working <20 hours/wk","-8. Don't know
-9. Refused"
V083222a,Y6x2. SUMMARY: R employment status 1-digit,"SUMMARY:
RESPONDENT EMPLOYMENT STATUS (1-DIGIT)","1. R WORKING NOW  [10,15-18 in Y6x1]
2. R TEMPORARILY LAID OFF  [20 in Y6x1]
4. R UNEMPLOYED  [40 in Y6x1]
5. R RETIRED  [50,51 in Y6x1]
6. R PERMANENTLY DISABLED  [60,61 in Y6x1]
7. R HOMEMAKER  [70,71,75 in Y6x1]
8. R STUDENT  [80,81 in Y6x1]","-8. Don't know
-9. Refused"
V083223,Y7a. Initial status Homemaker/student: working now,Are you doing any work for pay at the present time?,"1. Yes
5. No","-1. INAP,
-8. Don't know
-9. Refused"
V083224,Y7b. Initial status Homemaker/student: job in last 6 months,Have you had a job in the LAST SIX MONTHS?,"1. Yes
5. No","-1. INAP,
-8. Don't know
-9. Refused"
V083225a,Y8a. Initial status retiree - when retired Year,(When did you retire?),,"-1. INAP,
-8. Don't know
-9. Refused"
V083225b,Y8b. Initial status retiree - when retired Month,When did you retire?,"1. January
2. February
3. March
4. April
5. May
6. June
7. July
8. August
9. September
10. October
11. November
12. December","-1. INAP,
-8. Don't know
-9. Refused"
V083225c,Y8c. RESTRICTED: Initial status retiree - when retired Day,(When did you retire?),,"-3. Missing, restricted access (confidential data)"
V083226,Y9. Initial status unemployed/disabled: R ever work for pay,Have you ever done any work for pay?,"1. Yes
5. No","-1. INAP,
-8. Don't know
-9. Refused"
V083227,Y10a. Past occupation  (R ret/dis/unemp/hmkr/stud),"What kind of work did you do on your last regular job?
(What was your occupation)? What were your most important
activities or duties?)",,-3. Restricted text: not yet coded
V083228,Y10c. Past industry  (R ret/dis/unemp/hmkr/stud),What kind of business/industry was that?,,-3. Restricted text: not yet coded
V083229,Y10d. Past self-empl status  (R ret/dis/unemp/hmkr/stud),"Did you work for someone else, were you self-employed, or what?","1. Someone else
3. Both self and someone else
5. Self-employed","-1. INAP,
-8. Don't know
-9. Refused"
V083230,Y10e. Past occupation: govt work (R ret/dis/unemp/hmkr/std),"Were you employed by a federal, state or local government?","1. Yes
5. No","-1. INAP,
-8. Don't know
-9. Refused"
V083231,Y11a. Initial status unempl/ret/disabled: job in last 6 mos,Have you had a job in the LAST SIX MONTHS?,"1. Yes
5. No","-1. INAP,
-8. Don't know
-9. Refused"
V083232,Y12. Recent occupation: how many hours worked avg week,About how many hours did you work on your job in the average week?,,"-1. INAP,
-8. Don't know
-9. Refused"
V083233,Y13a. Initial status retired/disabled: working now,Are you doing any work for pay at the present time?,"1. Yes
5. No","-1. INAP,
-8. Don't know
-9. Refused"
V083233a,Y14. Init status nonworkg ret/dis/unemp/hmkr/st: look for wk,Are you looking for work at the present time?,"1. Yes
5. No","-1. INAP,
-8. Don't know
-9. Refused"
V083233b,Y15. Init status nonworkg ret/dis/unemp/hmkr/st: worry find,"How worried are you about not being able to find a job in the
near future: A LOT, SOMEWHAT, or NOT MUCH AT ALL?","1. A lot
3. Somewhat
5. Not much at all","-1. INAP,
-8. Don't know
-9. Refused"
V083234,Y16a. Working/TLO now - occupation,"What is your main occupation?
(What kind of work do you do? What are your most important
activities or duties?)",,-3. Restricted text: not yet coded
V083235,Y16c. Working/TLO - industry,What kind of business/industry is that?,,-3. Restricted text: not yet coded
V083236,Y16d. Working/TLO now - work for self,"Do you work for someone else, are you self-employed, or what?","1. Someone else
3. Both self and someone else
5. Self-employed","-1. INAP,
-8. Don't know
-9. Refused"
V083237,Y16e. Working/TLO now - work for govt,"Are you employed by a federal, state or local government?","1. Yes
5. No","-1. INAP,
-8. Don't know
-9. Refused"
V083238,Y16f. Working/TLO now - how many hours R works,About how many hours do you work on your job in the average week?,,"-1. INAP,
-8. Don't know
-9. Refused"
V083239,Y16g. Working/TLO now - hours works OK,"Is that MORE hours than you want to work, FEWER hours than you
want to work, or generally ABOUT RIGHT?","1. More
3. Fewer
5. About right","-1. INAP, -8,-9 in Y16f;
-8. Don't know
-9. Refused"
V083240,Y16h. Working/TLO now: worry about losing job in near future,"How worried are you about losing your job in the near future:
A LOT, SOMEWHAT, or NOT MUCH AT ALL?","1. A lot
3. Somewhat
5. Not much at all","-1. INAP,
-8. Don't know
-9. Refused"
V083241,Y16j. Working now: out of work or laid off in last 6 mos,"Were you out of work or laid off at any time during the last
six months?","1. Yes
5. No","-1. INAP,
-8. Don't know
-9. Refused"
V083242,Y16k. Working now: had reduction in work hrs or pay cut,"During the last six months, have you had a reduction in your
work hours or had to take a cut in pay at any time for reasons
other than illness or personal choice?","1. Yes
5. No","-1. INAP,
-8. Don't know
-9. Refused"
V083243a,Y16x1. SUMMARY: R OCCUPATION IDENTIFIED - PAST/PRESENT,"SUMMARY:
R OCCUPATION IDENTIFIED IN EMPLOYMENT SERIES Y16a-Y16k- PAST/PRESENT","0. Neither current nor past occupation identified (no occupation:
1. Current occupation only (Y16a-Y16k)
2. Past occupation only (Y10a-Y10e)
3. Both current and past occupations",
V083243b,Y16x2. SUMMARY: STACKED OCCUPATION PAST OR PRESENT,"SUMMARY:
STACKED OCCUPATION PAST OR PRESENT","0. No occupation represented in stacked items Y16xx1-Y16xx8
1. Current occupation in stacked items Y16xx1-Y16xx8
2. Past occupation in stacked items Y16xx1-Y16xx8",
V083244a,Y16xx1. STACKED R EMPLOYMENT: OCCUPATION 3 DIGIT,"STACKED R EMPLOYMENT:
OCCUPATION 3 DIGIT",,-3. Restricted text not yet coded
V083244b,Y16xx2. STACKED R EMPLOYMENT: OCCUPATION 2 DIGIT,"STACKED R EMPLOYMENT:
OCCUPATION 2 DIGIT",,-3. Restricted text not yet coded
V083244c,Y16xx3. STACKED R EMPLOYMENT: OCCUPATION 1 DIGIT,"STACKED R EMPLOYMENT:
OCCUPATION 1 DIGIT",,-3. Restricted text not yet coded
V083244d,Y16xx4. STACKED R EMPLOYMENT: OCCUP PRESTIGE SCORE,"STACKED R EMPLOYMENT:
OCCUPATION PRESTIGE SCORE",,-3. Restricted text not yet coded
V083244e,Y16xx5. STACKED R EMPLOYMENT: OCCUP PRESTIGE SCORE COLLAPSED,"STACKED R EMPLOYMENT:
OCCUPATION PRESTIGE SCORE COLLAPSED",,-3. Restricted text not yet coded
V083244f,Y16xx6. STACKED R EMPLOYMENT: INDUSTRY OF OCCUPATION,"STACKED R EMPLOYMENT:
INDUSTRY OF OCCUPATION",,-3. Restricted text not yet coded
V083244g,Y16xx7. STACKED R EMPLOYMENT: WORKS/WORKED FOR SELF,"STACKED R EMPLOYMENT:
WORKS/WORKED FOR SELF OR OTHERS","1. Someone else
3. Both self and someone else
5. Self-employed","-1. INAP,
-8. Don't know
-9. Refused"
V083244h,Y16xx8. STACKED R EMPLOYMENT: WORKS/WORKED FOR GOVT,"STACKED R EMPLOYMENT:
WORKS/WORKED FOR GOVERNMENT","1. Yes
5. No","-1. INAP,
-8. Don't know
-9. Refused"
V083244j,Y16xx9. STACKED R EMPLOYMENT: HOURS WORKS/WORKED,"STACKED R EMPLOYMENT:
HOURS R WORKS OR RECENTLY WORKED (PAST 6 MONTHS)",,"-1. INAP,
-8. Don't know
-9. Refused"
V083244k,Y16xx10. STACKED R EMPLOYMENT: HOW WORRIED LOSE/FIND JOB,"STACKED R EMPLOYMENT:
HOW WORRIED ABOUT FINDING/LOSING JOB","1. A lot
3. Somewhat
5. Not much at all","-1. INAP,
-8. Don't know
-9. Refused"
V083244m,Y16xx11. STACKED R EMPLOYMENT: HAD JOB IN LAST 6 MOS.,"STACKED R EMPLOYMENT:
HAS R HAD A JOB IN THE LAST 6 MONTHS","1. Yes
5. No","-1. INAP,
-8. Don't know
-9. Refused"
V083245,Y17. CHECKPOINT: R married/partnered,CHECKPOINT: IS R MARRIED/PARTNERED,"0. R is not indicated as married/partnered (not
1. R is married/partnered (1,6 in Y2x)",
V083245a,Y18a. Spouse/partner working status mention 1,"Please look at page 20 of the booklet.
We'd like to know about your (HUSBAND/WIFE/PARTNER).
Is (he/she) working now, temporarily laid off, or is (he/she)
unemployed, retired, permanently disabled, a homemaker, a student,
or what?","1. Working now
2. Temporarily laid off
4. Unemployed
5. Retired
6. Permanently disabled
7. Homemaker
8. Student","-1. INAP,
-8. Don't know
-9. Refused"
V083245b,Y18b. Spouse/partner working status mention 2,"Please look at page 20 of the booklet.
We'd like to know about your (HUSBAND/WIFE/PARTNER).
Is (he/she) working now, temporarily laid off, or is (he/she)
unemployed, retired, permanently disabled, a homemaker, a student,
or what?","1. Working now
2. Temporarily laid off
4. Unemployed
5. Retired
6. Permanently disabled
7. Homemaker
8. Student","-1. INAP, no further mention;
-8. Don't know
-9. Refused"
V083245c,Y18c. Spouse/partner working status mention 3,"Please look at page 20 of the booklet.
We'd like to know about your (HUSBAND/WIFE/PARTNER).
Is (he/she) working now, temporarily laid off, or is (he/she)
unemployed, retired, permanently disabled, a homemaker, a student,
or what?","1. Working now
2. Temporarily laid off
4. Unemployed
5. Retired
6. Permanently disabled
7. Homemaker
8. Student","-1. INAP, no further mention;
-8. Don't know
-9. Refused"
V083246,Y19. Anyone in HH belong to labor union,Do you or anyone else in this household belong to a labor union?,"1. Yes
5. No","-8. Don't know
-9. Refused"
V083246a,Y19a. Who in HH belongs to union,Who is it that belongs?,"10. Respondent only
12. Respondent and spouse/partner
14. Respondent and someone else
20. Spouse/partner only
24. Spouse/partner and someone else
40. Someone else only","-1. INAP,
-8. Don't know
-9. Refused"
V083247,Y20. IWR INCOME CHECKPOINT- persons in HH age 14 or older,"INTERVIEWER CHECKPOINT (choose one) :
1. Someone IN ADDITION TO RESPONDENT is age 14 or older in household
5. NO ONE OTHER THAN RESPONDENT is age 14 or older in household","1. Someone IN ADDITION TO RESPONDENT is age
5. NO ONE OTHER THAN RESPONDENT is age",
