var_name,description,question,valid_labels,missing_labels
randordq_medsrc_tvprog_10,Pre: Order of media-source numbered TV programs: TV program 10 (The,,,
randordq_medsrc_tvprog_11,Pre: Order of media-source numbered TV programs: TV program 11 (CBS,,,
randordq_medsrc_tvprog_12,Pre: Orderofmedia-sourcenumberedTVprograms: TVprogram12(CBS,,,
randordq_medsrc_tvprog_13,Pre: Orderofmedia-sourcenumberedTVprograms: TVprogram13(Chris,,,
randordq_medsrc_tvprog_14,Pre: Order of media-source numbered TV programs: TV program 14 (Col-,,,
randordq_medsrc_tvprog_15,Pre: Orderofmedia-sourcenumberedTVprograms: TVprogram15(Daily,,,
randordq_medsrc_tvprog_16,Pre: Orderofmedia-sourcenumberedTVprograms: TVprogram16(Danc-,,,
randordq_medsrc_tvprog_17,Pre: Orderofmedia-sourcenumberedTVprograms: TVprogram17(Date-,,,
randordq_medsrc_tvprog_18,Pre: Orderofmedia-sourcenumberedTVprograms: TVprogram18(Doc-,,,
randordq_medsrc_tvprog_19,Pre: Orderofmedia-sourcenumberedTVprograms: TVprogram19(Ellen,,,
randordq_medsrc_tvprog_20,Pre: Orderofmedia-sourcenumberedTVprograms: TVprogram20(Face,,,
randordq_medsrc_tvprog_21,Pre: Order of media-source numbered TV programs: TV program 21 (The,,,
randordq_medsrc_tvprog_22,Pre: Order of media-source numbered TV programs: TV program 22 (Fox,,,
randordq_medsrc_tvprog_23,Pre: Orderofmedia-sourcenumberedTVprograms: TVprogram23(Front-,,,"-2. Availablein future release
"
randordq_medsrc_tvprog_24,Pre: Orderofmedia-sourcenumberedTVprograms: TVprogram24(Good,,,"-2. Availablein future release
"
randordq_medsrc_tvprog_25,Pre: Orderofmedia-sourcenumberedTVprograms: TVprogram25(Han-,,,"-2. Availablein future release
"
randordq_medsrc_tvprog_26,Pre: Orderofmedia-sourcenumberedTVprograms: TVprogram26(Huck-,,,"-2. Availablein future release
"
randordq_medsrc_tvprog_27,Pre: Order of media-source numbered TV programs: TV program 27 (In-,,,"-2. Availablein future release
"
randordq_medsrc_tvprog_28,Pre: Order of media-source numbered TV programs: TV program 28,,,"-2. Availablein future release
"
randordq_medsrc_tvprog_29,Pre: Order of media-source numbered TV programs: TV program 29 (Key,,,"-2. Availablein future release
"
randordq_medsrc_tvprog_30,Pre: Order of media-source numbered TV programs: TV program 30 (Late,,,"-2. Availablein future release
"
randordq_medsrc_tvprog_31,Pre: Order of media-source numbered TV programs: TV program 31 (Late,,,"-2. Availablein future release
"
randordq_medsrc_tvprog_32,Pre: Orderofmedia-sourcenumberedTVprograms: TVprogram32(Meet,,,"-2. Availablein future release
"
randordq_medsrc_tvprog_33,Pre: Order of media-source numbered TV programs: TV program 33 (The,,,"-2. Availablein future release
"
randordq_medsrc_tvprog_34,Pre: Orderofmedia-sourcenumberedTVprograms: TVprogram34(NBC,,,"-2. Availablein future release
"
randordq_medsrc_tvprog_35,Pre: Orderofmedia-sourcenumberedTVprograms: TVprogram35(NCIS),,,"-2. Availablein future release
"
randordq_medsrc_tvprog_36,Pre: Order of media-source numbered TV programs: TV program 36,,,"-2. Availablein future release
"
randordq_medsrc_tvprog_37,Pre: Order of media-source numbered TV programs: TV program 37 (On,,,"-2. Availablein future release
"
randordq_medsrc_tvprog_38,Pre: Order of media-source numbered TV programs: TV program 38 (Per-,,,"-2. Availablein future release
"
randordq_medsrc_tvprog_39,Pre: Orderofmedia-sourcenumberedTVprograms: TVprogram39(Rock,,,"-2. Availablein future release
"
randordq_medsrc_tvprog_40,Pre: Order of media-source numbered TV programs: TV program 40 (Sat-,,,"-2. Availablein future release
"
randordq_medsrc_tvprog_41,Pre: Orderofmedia-sourcenumberedTVprograms: TVprogram41(Spe-,,,"-2. Availablein future release
"
randordq_medsrc_tvprog_42,Pre: Orderofmedia-sourcenumberedTVprograms: TVprogram42(Tavis,,,"-2. Availablein future release
"
randordq_medsrc_tvprog_43,Pre: Orderofmedia-sourcenumberedTVprograms: TVprogram43(Sun-,,,"-2. Availablein future release
"
randordq_medsrc_tvprog_44,Pre: Order of media-source numbered TV programs: TV program 44 (The,,,"-2. Availablein future release
"
randordq_medsrc_tvprog_45,Pre: Order of media-source numbered TV programs: TV program 45 (This,,,"-2. Availablein future release
"
randordq_medsrc_tvprog_46,Pre: Orderofmedia-sourcenumberedTVprograms: TVprogram46(Today,,,"-2. Availablein future release
"
randordq_medsrc_tvprog_47,Pre: Order of media-source numbered TV programs: TV program 47 (The,,,"-2. Availablein future release
"
randordq_medsrc_tvprog_48,Pre: Order of media-source numbered TV programs: TV program 48 (The,,,"-2. Availablein future release
"
randordq_medsrc_tvprog_49,Pre: Order of media-source numbered TV programs: TV program 49 (Al,,"1. Inap, Rdid not select TV as mediasource; R not
","-2. Availablein future release
"
randordq_medsrc_tvprog_50,Pre: Order of media-source numbered TV programs: TV program 50 (Al,,"1. Inap, Rdid not select TV as mediasource; R not
","-2. Availablein future release
"
randordq_medsrc_tvprog_51,Pre: Order of media-source numbered TV programs: TV program 51 (Aqui,,"1. Inap, Rdid not select TV as mediasource; R not
","-2. Availablein future release
"
randordq_medsrc_tvprog_52,Pre: Orderofmedia-sourcenumberedTVprograms: TVprogram52(CNN,,"1. Inap, Rdid not select TV as mediasource; R not
","-2. Availablein future release
"
randordq_medsrc_tvprog_53,Pre: Order of media-source numbered TV programs: TV program 53 (De-,,"1. Inap, Rdid not select TV as mediasource; R not
","-2. Availablein future release
"
randordq_medsrc_tvprog_54,Pre: Order of media-source numbered TV programs: TV program 54 (El-,,"1. Inap, Rdid not select TV as mediasource; R not
","-2. Availablein future release
"
randordq_medsrc_tvprog_55,Pre: Order of media-source numbered TV programs: TV program 55 (En-,,"1. Inap, Rdid not select TV as mediasource; R not
","-2. Availablein future release
"
randordq_medsrc_tvprog_56,Pre: Orderofmedia-sourcenumberedTVprograms: TVprogram56(Hoy),,"1. Inap, Rdid not select TV as mediasource; R not
","-2. Availablein future release
"
randordq_medsrc_tvprog_57,Pre: Order of media-source numbered TV programs: TV program 57 (Lo,,"1. Inap, Rdid not select TV as mediasource; R not
","-2. Availablein future release
"
randordq_medsrc_tvprog_58,Pre: Order of media-source numbered TV programs: TV program 58,,"1. Inap, Rdid not select TV as mediasource; R not
","-2. Availablein future release
"
randordq_medsrc_tvprog_59,Pre: Order of media-source numbered TV programs: TV program 59,,"1. Inap, Rdid not select TV as mediasource; R not
","-2. Availablein future release
"
randordq_medsrc_tvprog_60,Pre: Order of media-source numbered TV programs: TV program 60,,"1. Inap, Rdid not select TV as mediasource; R not
","-2. Availablein future release
"
randordq_medsrc_tvprog_61,Pre: Order of media-source numbered TV programs: TV program 61,,"1. Inap, Rdid not select TV as mediasource; R not
","-2. Availablein future release
"
randordq_medsrc_tvprog_62,Pre: Order of media-source numbered TV programs: TV program 62 (Pe-,,"1. Inap, Rdid not select TV as mediasource; R not
","-2. Availablein future release
"
randordq_medsrc_tvprog_63,Pre: Order of media-source numbered TV programs: TV program 63,,"1. Inap, Rdid not select TV as mediasource; R not
","-2. Availablein future release
"
randordq_medsrc_tvprog_64,Pre: Order of media-source numbered TV programs: TV program 64,,"1. Inap, Rdid not select TV as mediasource; R not
","-2. Availablein future release
"
randord_medsrc_tvprog01_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog02_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog03_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog04_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog05_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog06_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog07_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog08_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog09_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog10_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog11_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog12_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog13_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog14_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog15_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog16_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog17_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog18_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog19_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog20_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog21_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog22_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog23_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog24_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog25_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog26_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog27_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog28_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog29_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog30_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog31_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog32_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog33_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog34_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog35_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog36_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog37_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog38_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog39_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog40_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog41_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog42_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog43_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog44_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog45_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog46_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog47_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog48_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen
2. Screen
3. Screen
4. Screen
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog49_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen1
2. Screen2
3. Screen3
4. Screen4
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog50_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen1
2. Screen2
3. Screen3
4. Screen4
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog51_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen1
2. Screen2
3. Screen3
4. Screen4
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog52_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen1
2. Screen2
3. Screen3
4. Screen4
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog53_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen1
2. Screen2
3. Screen3
4. Screen4
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog54_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen1
2. Screen2
3. Screen3
4. Screen4
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog55_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen1
2. Screen2
3. Screen3
4. Screen4
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog56_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen1
2. Screen2
3. Screen3
4. Screen4
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog57_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen1
2. Screen2
3. Screen3
4. Screen4
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog58_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen1
2. Screen2
3. Screen3
4. Screen4
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog59_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen1
2. Screen2
3. Screen3
4. Screen4
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog60_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen1
2. Screen2
3. Screen3
4. Screen4
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog61_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen1
2. Screen2
3. Screen3
4. Screen4
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog62_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen1
2. Screen2
3. Screen3
4. Screen4
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog63_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen1
2. Screen2
3. Screen3
4. Screen4
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randord_medsrc_tvprog64_scrn,Pre: Screen number of media-source numbered TV program: TV program,,"1. Screen1
2. Screen2
3. Screen3
4. Screen4
1. Screen1
2. Screen2
3. Screen3
4. Screen4
","-1. Inapplicable
-1. Inapplicable
"
randordq_medsrc_radio_01,Pre: Orderofmedia-sourcenumberedradioprograms: radioprogram1(All,,"03. Listed as
13. Listed as13th radio program
09. Listedas
10. Listed as10th radio program
12. Listed as12th radio program
08. Listedas
11. Listedas
05. Listedas
","-2. Availableinfuture release
-1. Inap,R did not select radio asmedia source
"
randordq_medsrc_radio_02,Pre: Order of media-source numbered radio programs: radio program 2,,"02. Listed as
01. Listed as1st radio program
07. Listedas
12. Listed as12thradio program
10. Listed as10thradio program
05. Listedas
11. Listedas
06. Listedas
","-2. Availableinfuture release
-1. Inap,R did not select radio asmedia source
"
randordq_medsrc_radio_03,Pre: Orderofmedia-sourcenumberedradioprograms: radioprogram3(Ed,,"11. Listedas
14. Listed as14th radio program
01. Listed as1st radio program
13. Listed as13th radio program
06. Listedas
04. Listedas
10. Listed as10th radio program
07. Listedas
","-2. Availableinfuture release
-1. Inap,R did not select radio asmedia source
"
randordq_medsrc_radio_04,Pre: Order of media-source numbered radio programs: radio program 4,,"10. Listed as10thradio program
04. Listedas
07. Listedas
06. Listedas
09. Listedas
08. Listedas
11. Listedas
03. Listed as
","-2. Availableinfuture release
-1. Inap,R did not select radio asmedia source
"
randordq_medsrc_radio_05,Pre: Order of media-source numbered radio programs: radio program 5,,"04. Listedas
15. Listed as15thradio program
01. Listed as1st radio program
06. Listedas
02. Listed as
08. Listedas
05. Listedas
03. Listed as
","-2. Availableinfuture release
-1. Inap,R did not select radio asmedia source
"
randordq_medsrc_radio_06,Pre: Order of media-source numbered radio programs: radio program 6,,"05. Listedas
07. Listedas
12. Listed as12thradio program
06. Listedas
08. Listedas
09. Listedas
14. Listed as14thradio program
13. Listed as13thradio program
","-2. Availableinfuture release
-1. Inap,R did not select radio asmedia source
"
randordq_medsrc_radio_07,Pre: Order of media-source numbered radio programs: radio program 7,,"03. Listed as
14. Listed as14th radio program
13. Listed as13th radio program
01. Listed as1st radio program
10. Listed as10th radio program
02. Listed as
12. Listed as12th radio program
09. Listedas
","-2. Availableinfuture release
-1. Inap,R did not select radio asmedia source
"
randordq_medsrc_radio_08,Pre: Order of media-source numbered radio programs: radio program 8,,"14. Listed as14thradio program
15. Listed as15thradio program
03. Listed as
05. Listedas
06. Listedas
11. Listedas
08. Listedas
02. Listed as
","-2. Availableinfuture release
-1. Inap,R did not select radio asmedia source
"
randordq_medsrc_radio_09,Pre: Order of media-source numbered radio programs: radio program 9,,"05. Listedas
04. Listedas
02. Listed as
11. Listedas
15. Listed as15thradio program
06. Listedas
12. Listed as12thradio program
03. Listed as
","-2. Availableinfuture release
-1. Inap,R did not select radio asmedia source
"
randordq_medsrc_radio_10,Pre: Order of media-source numbered radio programs: radio program 10,,"02. Listed as
15. Listed as15thradio program
09. Listedas
12. Listed as12thradio program
04. Listedas
11. Listedas
06. Listedas
01. Listed as1st radio program
","-2. Availableinfuture release
-1. Inap,R did not select radio asmedia source
"
randordq_medsrc_radio_11,Pre: Order of media-source numbered radio programs: radio program 11,,"09. Listedas
08. Listedas
01. Listed as1st radio program
12. Listed as12thradio program
13. Listed as13thradio program
02. Listed as
05. Listedas
06. Listedas
","-2. Availableinfuture release
-1. Inap,R did not select radio asmedia source
"
randordq_medsrc_radio_12,Pre: Order of media-source numbered radio programs: radio program 12,,"07. Listedas
01. Listed as1st radio program
10. Listed as10thradio program
14. Listed as14thradio program
03. Listed as
05. Listedas
08. Listedas
11. Listedas
","-2. Availableinfuture release
-1. Inap,R did not select radio asmedia source
"
randordq_medsrc_radio_13,Pre: Order of media-source numbered radio programs: radio program 13,,"03. Listed as
04. Listedas
12. Listed as12th radio program
13. Listed as13th radio program
02. Listed as
11. Listedas
15. Listed as15th radio program
14. Listed as14th radio program
","-2. Availableinfuture release
-1. Inap,R did not select radio asmedia source
"
randordq_medsrc_radio_14,Pre: Order of media-source numbered radio programs: radio program 14,,"05. Listedas
07. Listedas
08. Listedas
13. Listed as13thradio program
10. Listed as10thradio program
02. Listed as
15. Listed as15thradio program
12. Listed as12thradio program
","-2. Availableinfuture release
-1. Inap,R did not select radio asmedia source
"
randordq_medsrc_radio_15,Pre: Order of media-source numbered radio programs: radio program 15,,"09. Listedas
05. Listedas
04. Listedas
08. Listedas
11. Listedas
06. Listedas
12. Listed as12thradio program
03. Listed as
","-2. Availableinfuture release
-1. Inap,R did not select radio asmedia source
"
randordq_medsrc_websites_01,Pre: Order of media-source numbered web sites: web site 1 (abc-,,"03. Listed as
11. Listed as
06. Listed as
05. Listed as
12. Listed as
13. Listed as
14. Listed as
08. Listed as
","-2. Availablein future release
-1. Inap, R did not selectWebsite(s) as media
"
randordq_medsrc_websites_02,Pre: Order of media-source numbered web sites: web site 2 (CNN,,"01. Listed as
02. Listedas
03. Listed as
04. Listed as
05. Listed as
06. Listed as
07. Listed as
08. Listed as
09. Listed as
10. Listed as
11. Listed as
12. Listed as
13. Listed as
14. Listed as
15. Listed as
","-1. Inap, R did not selectWebsite(s) as media
"
randordq_medsrc_websites_03,Pre: Orderofmedia-sourcenumberedwebsites: website3(DrudgeReport,,"01. Listed as
02. Listedas
03. Listed as
04. Listed as
05. Listed as
06. Listed as
07. Listed as
08. Listed as
09. Listed as
10. Listed as
11. Listed as
12. Listed as
13. Listed as
14. Listed as
15. Listed as
","-1. Inap, R did not selectWebsite(s) as media
"
